"YEAR";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
1997;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"PAPALU"
2000;"Atlantique";1,21166666666667;1,31666666666667;1,43333333333333;1,55;1,655;"PAPALU"
2001;"Atlantique";0,882589285714286;1,11160714285714;1,36607142857143;1,62053571428571;1,84955357142857;"PAPALU"
2002;"Atlantique";1,00833333333333;2,07142857142857;2,14285714285714;2,95384615384615;4,79;"PAPALU"
2003;"Atlantique";1,125;1,25;2,14285714285714;2,5;3,14285714285714;"PAPALU"
2004;"Atlantique";1,11428571428571;2,14285714285714;2,14285714285714;2,5;3,625;"PAPALU"
2005;"Atlantique";1,23214285714286;2,14285714285714;2,14285714285714;2,36111111111111;2,925;"PAPALU"
2006;"Atlantique";1,0875;1,24090909090909;1,68181818181818;2,10714285714286;2,28708791208791;"PAPALU"
2007;"Atlantique";0,989090909090909;1,8125;2,07142857142857;2,425;2,66477272727273;"PAPALU"
2008;"Atlantique";0,979166666666667;2,03571428571429;2,22527472527473;2,30769230769231;2,67482517482518;"PAPALU"
2009;"Atlantique";0,570101351351351;0,875965250965251;1,13571428571429;1,90714285714286;2,65422077922078;"PAPALU"
2010;"Atlantique";1,6875;2,27142857142857;2,4;2,85714285714286;4,73214285714286;"PAPALU"
2011;"Atlantique";1,19275210084034;1,94117647058824;2,07142857142857;2,33076923076923;4,92;"PAPALU"
2012;"Atlantique";2;2,15384615384615;2,4;4,28571428571429;6,30952380952381;"PAPALU"
2013;"Atlantique";0,863095238095238;1,30357142857143;2,25;3,125;4,45512820512821;"PAPALU"
2014;"Atlantique";1,66944221508828;2,08266452648475;2,30769230769231;3,66315789473684;4,97;"PAPALU"
2015;"Atlantique";1,67589285714286;2,10714285714286;2,45;2,5;3,53125;"PAPALU"
2016;"Atlantique";2,16346153846154;2,35576923076923;2,5;3,125;6,97916666666667;"PAPALU"
2017;"Atlantique";2;2,10714285714286;2,45;2,79545454545455;4,65;"PAPALU"
2018;"Atlantique";1,69553571428571;2,5;2,5;2,93181818181818;3,99642857142857;"PAPALU"
2019;"Atlantique";1,23392857142857;2,10714285714286;2,75;3;4,65;"PAPALU"
2020;"Atlantique";1,32142857142857;2,5;2,5;3,61363636363636;5,90454545454545;"PAPALU"
2021;"Atlantique";1,82857142857143;2,14285714285714;2,5;3;3,03654822335025;"PAPALU"
2022;"Atlantique";2,01428571428571;2,14285714285714;2,72727272727273;4,28571428571429;4,92857142857143;"PAPALU"
1990;"Atlantique";0,6175;0,775;1,16666666666667;1,56617647058824;1,74485294117647;"PARCAE"
1991;"Atlantique";0,657272727272727;1,17272727272727;1,3680926916221;1,58088235294118;2,14338235294118;"PARCAE"
1992;"Atlantique";0,567735849056604;0,583018867924528;0,6;0,728571428571429;0,844285714285714;"PARCAE"
1993;"Atlantique";0,938333333333333;1,28333333333333;1,66666666666667;1,66666666666667;1,66666666666667;"PARCAE"
1994;"Atlantique";0,638297872340426;0,638297872340426;0,638297872340426;0,638297872340426;0,638297872340426;"PARCAE"
1995;"Atlantique";0,448809523809524;0,630952380952381;0,833333333333333;1,31666666666667;1,75166666666667;"PARCAE"
1996;"Atlantique";0,8625;1,125;1,41666666666667;1,70833333333333;1,97083333333333;"PARCAE"
1997;"Atlantique";0,867647058823529;1,17647058823529;1,51960784313725;1,86274509803922;2,17156862745098;"PARCAE"
1998;"Atlantique";1,28492647058824;1,59926470588235;1,94852941176471;2,29779411764706;2,61213235294118;"PARCAE"
1999;"Atlantique";0,573809523809524;0,738095238095238;0,920634920634921;1,1031746031746;1,26746031746032;"PARCAE"
2000;"Atlantique";0,447619047619048;0,854700854700855;1,2;2,26914414414414;2,9875;"PARCAE"
2001;"Atlantique";0,659722222222222;1,25;1,28571428571429;2,28571428571429;4,30879120879121;"PARCAE"
2002;"Atlantique";0,661111111111111;1,62698412698413;2,5;3,875;8,2545045045045;"PARCAE"
2003;"Atlantique";0,716666666666667;2,14285714285714;3,5;4,58333333333333;8,375;"PARCAE"
2004;"Atlantique";0,965079365079365;1,90625;2,75;4,875;7,43668831168831;"PARCAE"
2005;"Atlantique";0,848809523809524;1,95238095238095;3;4,14285714285714;6,9;"PARCAE"
2006;"Atlantique";1,08222811671088;2,14285714285714;2,5;4,28571428571429;6,03896103896104;"PARCAE"
2007;"Atlantique";0,964285714285714;1,9375;2,5;4,58333333333333;6,9;"PARCAE"
2008;"Atlantique";1,44345238095238;2,30769230769231;2,72727272727273;4,2487684729064;8,375;"PARCAE"
2009;"Atlantique";0,833976833976834;2,30769230769231;3;3,6;13,6153846153846;"PARCAE"
2010;"Atlantique";0,970588235294118;2,40384615384615;2,72727272727273;3,90756302521008;6,28571428571429;"PARCAE"
2011;"Atlantique";1,30714285714286;2,14285714285714;3;4,61538461538461;7,5;"PARCAE"
2012;"Atlantique";2,175;3;3,57142857142857;5;10,5;"PARCAE"
2013;"Atlantique";1,790625;2,45192307692308;3;4,25;6,57857142857142;"PARCAE"
2014;"Atlantique";1,55;2,5;3;4,28571428571429;8,66785714285714;"PARCAE"
2015;"Atlantique";1,07142857142857;2,99540179548938;3,75;5,37313432835821;9;"PARCAE"
2016;"Atlantique";1,78485576923077;2,5;3,33333333333333;5,08928571428571;8,07142857142857;"PARCAE"
2017;"Atlantique";1,66228070175439;2,5;3;5;12,15;"PARCAE"
2018;"Atlantique";2,125;3;4;6;10,7954545454545;"PARCAE"
2019;"Atlantique";1,6125;2,5;3,66666666666667;6;9,775;"PARCAE"
2020;"Atlantique";1,45;2,72727272727273;4,16666666666667;6;11,45;"PARCAE"
2021;"Atlantique";1,57894736842105;2,5;3;6,32215808170515;12,475;"PARCAE"
2022;"Atlantique";1,30333333333333;2,5;3;5,59090909090909;12,8625;"PARCAE"
1992;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PARCRI"
1993;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PARCRI"
2000;"Atlantique";0,572916666666667;0,729166666666667;0,902777777777778;1,07638888888889;1,23263888888889;"PARCRI"
2001;"Atlantique";0,866964285714286;0,955357142857143;1,05357142857143;1,15178571428571;1,24017857142857;"PARCRI"
2002;"Atlantique";0,854166666666667;1,04166666666667;1,25;1,625;1,9625;"PARCRI"
2003;"Atlantique";2;2;2;2,04166666666667;2,07916666666667;"PARCRI"
2005;"Atlantique";1,11538461538462;1,15384615384615;2,72727272727273;4;6,18571428571429;"PARCRI"
2006;"Atlantique";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"PARCRI"
2007;"Atlantique";1,09071428571429;1,85;3;4,64285714285714;6,21428571428571;"PARCRI"
2008;"Atlantique";1,3625;1,625;2,35384615384615;3;5,025;"PARCRI"
2009;"Atlantique";1,23162162162162;1,51621621621622;1,96465696465696;2,73076923076923;3,87307692307692;"PARCRI"
2010;"Atlantique";1,24714285714286;1,67142857142857;2,14285714285714;3,21428571428571;4,17857142857143;"PARCRI"
2011;"Atlantique";1,16428571428571;2;2,14285714285714;2,30769230769231;3,23076923076923;"PARCRI"
2012;"Atlantique";2,15521978021978;2,26648351648352;2,35384615384615;2,46964285714286;2,65767857142857;"PARCRI"
2013;"Atlantique";0,851190476190476;1,01190476190476;2,03571428571429;3,61363636363636;5,27045454545455;"PARCRI"
2014;"Atlantique";1,84411764705882;2,55;3;4,125;4,9375;"PARCRI"
2015;"Atlantique";1,72619047619048;2,18406593406593;2,65384615384615;3,25;5,66666666666667;"PARCRI"
2016;"Atlantique";1,38804173354735;1,74558587479936;2,14285714285714;2,57142857142857;2,95714285714286;"PARCRI"
2017;"Atlantique";2,20714285714286;2,78571428571429;3,75;4,625;4,9625;"PARCRI"
2018;"Atlantique";2,74772727272727;2,93181818181818;3;3;3;"PARCRI"
2019;"Atlantique";1,15422077922078;1,89935064935065;2,72727272727273;2,86363636363636;2,98636363636364;"PARCRI"
2020;"Atlantique";1,41348314606742;2;2,14285714285714;2,72727272727273;2,97272727272727;"PARCRI"
2021;"Atlantique";2,19642857142857;2,67857142857143;3;5;5,9;"PARCRI"
2022;"Atlantique";1,15178571428571;1,875;2,57142857142857;3,61363636363636;5,27045454545455;"PARCRI"
1990;"Atlantique";1,20375;1,2375;1,60539215686275;2,51225490196078;4,00122549019608;"PARMAJ"
1991;"Atlantique";0,665294117647059;1,25294117647059;1,81372549019608;2,24264705882353;2,47426470588235;"PARMAJ"
1992;"Atlantique";0,703584905660377;1,63584905660377;3,13342318059299;4,28571428571429;4,28571428571429;"PARMAJ"
1993;"Atlantique";1,97579365079365;2,25793650793651;2,57142857142857;3,45238095238095;4,2452380952381;"PARMAJ"
1994;"Atlantique";1,62310030395137;1,8693009118541;2,14285714285714;2,5297619047619;2,87797619047619;"PARMAJ"
1995;"Atlantique";0,631704545454546;0,917045454545455;1,34469696969697;1,89285714285714;2,50357142857143;"PARMAJ"
1996;"Atlantique";1,7;2;2,33333333333333;2,66666666666667;2,96666666666667;"PARMAJ"
1997;"Atlantique";0,871323529411764;1,21323529411765;1,59313725490196;1,97303921568627;2,31495098039216;"PARMAJ"
1998;"Atlantique";1,69117647058824;1,91176470588235;2,15686274509804;2,40196078431373;2,62254901960784;"PARMAJ"
1999;"Atlantique";0,847222222222222;0,972222222222222;1,11111111111111;1,55555555555556;1,95555555555556;"PARMAJ"
2000;"Atlantique";0,593843843843844;1,80540540540541;2,88461538461538;3,58333333333333;5,725;"PARMAJ"
2001;"Atlantique";1,17916666666667;2,10576923076923;2,53571428571429;2,86607142857143;5,09855769230769;"PARMAJ"
2002;"Atlantique";0,961111111111111;2,12462462462462;3,33333333333333;6,0989010989011;7,5;"PARMAJ"
2003;"Atlantique";1,28333333333333;2,16269841269841;3;4,23701298701299;15,375;"PARMAJ"
2004;"Atlantique";1,15777777777778;2,14285714285714;3,16666666666667;5,1875;12,6919642857143;"PARMAJ"
2005;"Atlantique";1,13888888888889;2,32051282051282;3,75;5;6,28035714285714;"PARMAJ"
2006;"Atlantique";1,83448275862069;2,14285714285714;2,8;3,75;13,6153846153846;"PARMAJ"
2007;"Atlantique";1,44786885245902;2,72727272727273;3,63636363636364;5;10;"PARMAJ"
2008;"Atlantique";1,67708333333333;2,5;3,92857142857143;5,51748251748252;8,14772727272727;"PARMAJ"
2009;"Atlantique";1,15137362637363;2,30769230769231;3,375;5,11363636363636;8,48626373626374;"PARMAJ"
2010;"Atlantique";1,16;2,72727272727273;4,8;7,5;10,8235294117647;"PARMAJ"
2011;"Atlantique";1,27582417582418;2,41224489795918;3;4,68325791855204;9,12857142857142;"PARMAJ"
2012;"Atlantique";2,10576923076923;3;4,14285714285714;6;11,1858974358974;"PARMAJ"
2013;"Atlantique";1,57894736842105;2,97520661157025;3,46153846153846;5,83333333333333;10;"PARMAJ"
2014;"Atlantique";1,25721153846154;2,54664179104478;3,54166666666667;5;10,975;"PARMAJ"
2015;"Atlantique";1,26012145748988;2,92398026110312;4,28571428571429;5,85714285714286;12,625;"PARMAJ"
2016;"Atlantique";1,66666666666667;2,72727272727273;3,33333333333333;6;10;"PARMAJ"
2017;"Atlantique";1,7;2,72727272727273;4,16666666666667;6;8,75;"PARMAJ"
2018;"Atlantique";1,5;2,82467532467532;3,27380952380952;6,09090909090909;16,40625;"PARMAJ"
2019;"Atlantique";1,3625;2,5;4,09090909090909;6,79166666666667;11,55;"PARMAJ"
2020;"Atlantique";2;3;4,39285714285714;5,45454545454546;8,54375;"PARMAJ"
2021;"Atlantique";1,89338235294118;3;4,16666666666667;6,10714285714286;12,1930970149254;"PARMAJ"
2022;"Atlantique";1,69615384615385;2,5;3,75;6;7,80681818181818;"PARMAJ"
1990;"Atlantique";0,856617647058823;1,06617647058824;1,29901960784314;1,53186274509804;1,74142156862745;"PARNUS"
1991;"Atlantique";1,56862745098039;1,56862745098039;1,56862745098039;1,56862745098039;1,56862745098039;"PARNUS"
1992;"Atlantique";0,756682389937107;0,77437106918239;0,794025157232704;0,813679245283019;0,831367924528302;"PARNUS"
2002;"Atlantique";2,5;2,5;2,5;2,5;2,5;"PARNUS"
2003;"Atlantique";3,78125;4,0625;4,375;4,6875;4,96875;"PARNUS"
2008;"Atlantique";2,325;2,48076923076923;2,65384615384615;2,82692307692308;2,98269230769231;"PARNUS"
2010;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"PARNUS"
2011;"Atlantique";5,45454545454546;5,45454545454546;5,45454545454546;5,45454545454546;5,45454545454546;"PARNUS"
2013;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"PARNUS"
2014;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"PARNUS"
2015;"Atlantique";5,98163533012678;5,98163533012678;5,98163533012678;5,98163533012678;5,98163533012678;"PARNUS"
2017;"Atlantique";3,06136363636364;3,61363636363636;4,22727272727273;4,84090909090909;5,39318181818182;"PARNUS"
2018;"Atlantique";3;3;3;3;3;"PARNUS"
2019;"Atlantique";3;3;3;3;3;"PARNUS"
2021;"Atlantique";3;3;3;3;3;"PARNUS"
2022;"Atlantique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"PARNUS"
1990;"Atlantique";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"PASDOM"
1991;"Atlantique";3,97058823529412;3,97058823529412;3,97058823529412;3,97058823529412;3,97058823529412;"PASDOM"
1992;"Atlantique";2,31785714285714;3,89285714285714;5,64285714285714;7,39285714285714;8,96785714285714;"PASDOM"
1993;"Atlantique";1,825;3,25;4,83333333333333;6,41666666666667;7,84166666666667;"PASDOM"
1994;"Atlantique";13,1428571428571;13,1428571428571;13,1428571428571;13,1428571428571;13,1428571428571;"PASDOM"
1995;"Atlantique";2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;"PASDOM"
1997;"Atlantique";0,94485294117647;1,94852941176471;3,06372549019608;4,17892156862745;5,18259803921569;"PASDOM"
1998;"Atlantique";2,54044117647059;2,90441176470588;3,30882352941176;3,71323529411765;4,07720588235294;"PASDOM"
1999;"Atlantique";6;6;6;6;6;"PASDOM"
2000;"Atlantique";1,17948717948718;1,41025641025641;1,66666666666667;2,54761904761905;3,34047619047619;"PASDOM"
2001;"Atlantique";0,963736263736264;1,92307692307692;3,84615384615385;4,57142857142857;4,95714285714286;"PASDOM"
2002;"Atlantique";1,01666666666667;1,36636636636637;2,22222222222222;3,48571428571429;8,0975;"PASDOM"
2003;"Atlantique";1,2625;3,51785714285714;5,71428571428571;6,47142857142857;8,7175;"PASDOM"
2004;"Atlantique";1,63333333333333;5,76923076923077;7,2;8,75;32,6571428571429;"PASDOM"
2005;"Atlantique";0,879166666666667;2,57692307692308;5;9,77976190476191;16,5535714285714;"PASDOM"
2006;"Atlantique";1,00603448275862;1,9893899204244;4,61538461538461;11,2142857142857;24,9928571428571;"PASDOM"
2007;"Atlantique";2,1375;2,89493293591654;5,16666666666667;9,04017857142857;27,1535714285714;"PASDOM"
2008;"Atlantique";1,2625;2,06896551724138;2,5;12;25,2857142857143;"PASDOM"
2009;"Atlantique";0,867567567567568;2,30769230769231;3;5;13,5545454545454;"PASDOM"
2010;"Atlantique";1,45;2,40384615384615;3;7,5;16,1363636363636;"PASDOM"
2011;"Atlantique";1,86538461538462;2,875;3,54545454545455;6,46153846153846;12,7071428571429;"PASDOM"
2012;"Atlantique";1,225;2,30769230769231;3;5,52272727272727;14,6473880597015;"PASDOM"
2013;"Atlantique";1,65340909090909;2,79545454545455;3,2910447761194;4,35706084959816;5,34965034965035;"PASDOM"
2014;"Atlantique";1,30674157303371;2,5;3;6;14,7857142857143;"PASDOM"
2015;"Atlantique";1,4875;2,79545454545455;3,42307692307692;9,36404931862427;13,8275510204082;"PASDOM"
2016;"Atlantique";1,45;3,92361111111111;5,78231292517007;9,32692307692308;17,6761363636364;"PASDOM"
2017;"Atlantique";1,6625;2,5;4;9,03409090909091;11,3675373134328;"PASDOM"
2018;"Atlantique";1,6625;2,625;8,25757575757576;14,25;18,7053571428571;"PASDOM"
2019;"Atlantique";2;2,5;4;8,33333333333333;16,1538461538462;"PASDOM"
2020;"Atlantique";2;2,5;3,75;5;15,134328358209;"PASDOM"
2021;"Atlantique";2,03928571428571;4,39987562189055;7,5;10,4807692307692;16,3323863636364;"PASDOM"
2022;"Atlantique";1,6375;2,41071428571429;4,87012987012987;6,71153846153846;11,1902985074627;"PASDOM"
1993;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PHOOCH"
1997;"Atlantique";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"PHOOCH"
2002;"Atlantique";1,25;1,25;1,25;1,25;1,25;"PHOOCH"
2003;"Atlantique";1,265;1,85;2,5;2,5;2,5;"PHOOCH"
2005;"Atlantique";0,875;1,25;1,66666666666667;2,08333333333333;2,45833333333333;"PHOOCH"
2007;"Atlantique";0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;"PHOOCH"
2009;"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"PHOOCH"
2010;"Atlantique";2,5;2,5;2,5;2,5;2,5;"PHOOCH"
2011;"Atlantique";0,86456043956044;0,931318681318681;1,00549450549451;1,07967032967033;1,14642857142857;"PHOOCH"
2012;"Atlantique";2,5;2,5;2,5;2,5;2,5;"PHOOCH"
2013;"Atlantique";3,75;3,75;3,75;3,75;3,75;"PHOOCH"
2014;"Atlantique";1,60197368421053;1,80921052631579;2,03947368421053;2,26973684210526;2,47697368421053;"PHOOCH"
2015;"Atlantique";1,5;1,5;1,5;1,5;1,5;"PHOOCH"
2016;"Atlantique";1,65;2,28947368421053;3;3,64285714285714;4,22142857142857;"PHOOCH"
2019;"Atlantique";1,44578313253012;1,44578313253012;1,44578313253012;1,44578313253012;1,44578313253012;"PHOOCH"
2020;"Atlantique";2,5;2,5;2,5;2,5;2,5;"PHOOCH"
2021;"Atlantique";3;3;3;3;3;"PHOOCH"
2022;"Atlantique";1,5875;2,375;3,25;4,125;4,9125;"PHOOCH"
1990;"Atlantique";1,2;1,2;1,2;1,2;1,2;"PHOPHO"
1991;"Atlantique";1,25823529411765;1,78235294117647;2,36470588235294;2,94705882352941;3,47117647058824;"PHOPHO"
1993;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PHOPHO"
1999;"Atlantique";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHOPHO"
2002;"Atlantique";0,597222222222222;0,972222222222222;1,18055555555556;1,74107142857143;3,06696428571428;"PHOPHO"
2003;"Atlantique";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHOPHO"
2004;"Atlantique";1,2;1,2;1,2;1,2;1,2;"PHOPHO"
2005;"Atlantique";0,873214285714286;1,01785714285714;3,03571428571429;5,35714285714286;6,32142857142857;"PHOPHO"
2006;"Atlantique";1,125;1,60714285714286;2,14285714285714;3,27142857142857;4,28714285714286;"PHOPHO"
2007;"Atlantique";1,53214285714286;1,82142857142857;2,14285714285714;2,57142857142857;2,95714285714286;"PHOPHO"
2008;"Atlantique";1,22596153846154;2,48076923076923;3,23076923076923;3,86538461538462;5,75;"PHOPHO"
2009;"Atlantique";0,95;2;2,14285714285714;3,6;3,82153846153846;"PHOPHO"
2010;"Atlantique";1,56428571428571;2,14285714285714;2,30769230769231;2,85714285714286;5,32571428571429;"PHOPHO"
2011;"Atlantique";1,87647058823529;2,88235294117647;4;4,14285714285714;4,27142857142857;"PHOPHO"
2012;"Atlantique";2,00357142857143;2,03571428571429;2,07142857142857;2,10714285714286;2,13928571428571;"PHOPHO"
2013;"Atlantique";2,98716056670602;3,09474616292798;3,21428571428571;3,75;4,23214285714286;"PHOPHO"
2014;"Atlantique";4,33298319327731;4,75840336134454;5,23109243697479;5,70378151260504;6,12920168067227;"PHOPHO"
2015;"Atlantique";2,16071428571429;2,32142857142857;2,5;2,85714285714286;3,17857142857143;"PHOPHO"
2016;"Atlantique";1,10714285714286;1,42857142857143;1,78571428571429;2,14285714285714;2,46428571428571;"PHOPHO"
2017;"Atlantique";2,525;2,75;3;3,375;3,7125;"PHOPHO"
2018;"Atlantique";1,80147058823529;2,13235294117647;2,5;2,5;2,5;"PHOPHO"
2019;"Atlantique";2,25;3,21428571428571;4,28571428571429;4,64285714285714;4,96428571428571;"PHOPHO"
2020;"Atlantique";2,5;2,5;2,75;4,21428571428571;7,49285714285714;"PHOPHO"
2021;"Atlantique";2,525;2,75;3;3,46428571428571;3,88214285714286;"PHOPHO"
2022;"Atlantique";2,625;3,75;5;6,25;7,375;"PHOPHO"
1991;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PHYBON"
1993;"Atlantique";0,6;0,6;0,6;0,6;0,6;"PHYBON"
2000;"Atlantique";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHYBON"
2004;"Atlantique";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHYBON"
2005;"Atlantique";1,07760989010989;1,13324175824176;1,64835164835165;2,54464285714286;3,62946428571429;"PHYBON"
2006;"Atlantique";2,18571428571429;2,57142857142857;3;4,17857142857143;5,23928571428571;"PHYBON"
2007;"Atlantique";1,89508928571429;2,07589285714286;2,47142857142857;3,4125;5,06625;"PHYBON"
2008;"Atlantique";1,515;1,65;1,8;2,50714285714286;3,14357142857143;"PHYBON"
2009;"Atlantique";2,44071428571429;2,80714285714286;3,21428571428571;5,06868131868132;6,73763736263736;"PHYBON"
2010;"Atlantique";1,07142857142857;1,07142857142857;1,07142857142857;3,33571428571429;5,37357142857143;"PHYBON"
2011;"Atlantique";2,32623626373626;2,49313186813187;2,67857142857143;3,33928571428571;3,93392857142857;"PHYBON"
2012;"Atlantique";3,45833333333333;4,58333333333333;5;5,08928571428571;5,33035714285714;"PHYBON"
2013;"Atlantique";6,42857142857143;6,42857142857143;6,42857142857143;6,42857142857143;6,42857142857143;"PHYBON"
2014;"Atlantique";1,91754201680672;3,10399159663866;4,42226890756302;5,74054621848739;6,92699579831933;"PHYBON"
2015;"Atlantique";2,01428571428571;2,14285714285714;3,33333333333333;6,25;7,825;"PHYBON"
2016;"Atlantique";2,86428571428571;2,92857142857143;3;4;4,9;"PHYBON"
2017;"Atlantique";1,80147058823529;2,13235294117647;2,5;4,46428571428571;6,23214285714286;"PHYBON"
2018;"Atlantique";1,80147058823529;2,13235294117647;2,5;3,57142857142857;4,53571428571429;"PHYBON"
2019;"Atlantique";5;5;5;5;5;"PHYBON"
2020;"Atlantique";2,01071428571429;2,10714285714286;2,32142857142857;3,48214285714286;6,13392857142857;"PHYBON"
2021;"Atlantique";2,66071428571428;4,10714285714286;5,71428571428571;7,32142857142857;8,76785714285714;"PHYBON"
2022;"Atlantique";2,66964285714286;4,19642857142857;5,89285714285714;7,58928571428571;9,11607142857143;"PHYBON"
1990;"Atlantique";3,23083333333333;3,50833333333333;3,68055555555556;5,7046568627451;10,9822303921569;"PHYCOL"
1991;"Atlantique";1,68;1,8;3,52941176470588;4,31818181818182;5,02005347593583;"PHYCOL"
1992;"Atlantique";0,938095238095238;1,66666666666667;2,2;4,28571428571429;5,01347708894879;"PHYCOL"
1993;"Atlantique";1,16964285714286;1,41071428571429;1,79166666666667;3,11805555555556;5,91180555555555;"PHYCOL"
1994;"Atlantique";0,939285714285714;1,67857142857143;2,5;4,12234042553191;5,58244680851064;"PHYCOL"
1995;"Atlantique";0,886607142857143;1,15178571428571;2,125;3,78409090909091;5,90113636363636;"PHYCOL"
1996;"Atlantique";1,20555555555556;2,05555555555556;3;3,94444444444444;4,79444444444445;"PHYCOL"
1997;"Atlantique";1,14950980392157;1,49509803921569;1,87908496732026;2,26307189542484;2,60866013071895;"PHYCOL"
1998;"Atlantique";0,450367647058823;0,753676470588235;1,0906862745098;1,42769607843137;1,73100490196078;"PHYCOL"
1999;"Atlantique";1,31375661375661;1,56613756613757;1,84656084656085;2,12698412698413;2,37936507936508;"PHYCOL"
2000;"Atlantique";1,21794871794872;1,67857142857143;2,35714285714286;3,18243243243243;11,6054054054054;"PHYCOL"
2001;"Atlantique";1,03186813186813;2;6;9;20;"PHYCOL"
2002;"Atlantique";1,04722222222222;3,24404761904762;5,15970515970516;8,08333333333333;10,8579166666667;"PHYCOL"
2003;"Atlantique";0,917857142857143;3,56481481481481;9,88571428571429;12,75;18,3153409090909;"PHYCOL"
2004;"Atlantique";0,953571428571429;2,5;4,41558441558442;7,625;13,0833333333333;"PHYCOL"
2005;"Atlantique";1,14535714285714;2,26648351648352;4,39285714285714;8,02380952380952;14,425;"PHYCOL"
2006;"Atlantique";1,17230769230769;2,30769230769231;2,72727272727273;5,76923076923077;6,77142857142857;"PHYCOL"
2007;"Atlantique";1;2,55681818181818;4,65;7,29166666666667;13,705;"PHYCOL"
2008;"Atlantique";1,08107142857143;3,98834745762712;6,10344827586207;8;13,5660714285714;"PHYCOL"
2009;"Atlantique";1,19653846153846;2,44932432432432;3,28571428571429;5,54445554445554;11,1293706293706;"PHYCOL"
2010;"Atlantique";1,12692307692308;2,79545454545455;5;7,53933566433566;12,08125;"PHYCOL"
2011;"Atlantique";1,4375;3,19897959183673;4,61538461538461;7,32954545454546;12;"PHYCOL"
2012;"Atlantique";1,52884615384615;3,25;5,91666666666667;10;13,6291666666667;"PHYCOL"
2013;"Atlantique";2,97644628099174;4,39285714285714;6;9,11538461538461;11,9960264900662;"PHYCOL"
2014;"Atlantique";1,23886639676113;4;6,42857142857143;10,5;15;"PHYCOL"
2015;"Atlantique";1,28137651821862;3;6,66666666666667;9;19,5;"PHYCOL"
2016;"Atlantique";1,83928571428571;4,5;7;10,2777777777778;14,85;"PHYCOL"
2017;"Atlantique";1,6875;4,61111111111111;6;9;13,7291666666667;"PHYCOL"
2018;"Atlantique";2,25892857142857;3,4375;5,88461538461538;7,5;10,9704545454545;"PHYCOL"
2019;"Atlantique";2,2293956043956;3,8125;6;8,13636363636364;15,9;"PHYCOL"
2020;"Atlantique";1,71578947368421;4;5,39393939393939;7,875;15;"PHYCOL"
2021;"Atlantique";1,33223684210526;4,22619047619048;6;7,5;15,75;"PHYCOL"
2022;"Atlantique";2,12946428571429;3;5,52727272727273;8,91666666666667;15;"PHYCOL"
1990;"Atlantique";0,991666666666667;2,41666666666667;4;6,80392156862745;9,32745098039216;"PHYLUS"
1991;"Atlantique";1,41823529411765;1,58235294117647;1,76470588235294;3,62745098039216;5,30392156862745;"PHYLUS"
1992;"Atlantique";1,41333333333333;1,53333333333333;1,66666666666667;1,87106918238994;2,05503144654088;"PHYLUS"
1993;"Atlantique";2;2;2;2;2;"PHYLUS"
1995;"Atlantique";2,1;2,1;2,1;2,1;2,1;"PHYLUS"
1999;"Atlantique";0,872751322751323;1,01322751322751;1,16931216931217;1,32539682539683;1,46587301587302;"PHYLUS"
2000;"Atlantique";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"PHYLUS"
2001;"Atlantique";1,16703296703297;1,28571428571429;2,22222222222222;4,66666666666667;9,01666666666667;"PHYLUS"
2002;"Atlantique";1,75;2,5;6,25;10;11,5;"PHYLUS"
2003;"Atlantique";1,25;2,5;7,14285714285714;10;12,7;"PHYLUS"
2004;"Atlantique";1,43571428571429;5,35714285714286;6,42857142857143;14,5833333333333;15,7083333333333;"PHYLUS"
2005;"Atlantique";1,43939393939394;2,32142857142857;3,21428571428571;6,69683257918552;11,6071428571429;"PHYLUS"
2006;"Atlantique";1,06730769230769;2,63392857142857;4,18831168831169;4,55;14,9543269230769;"PHYLUS"
