"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"BIOGEOREF"
"TROTRO";1996;"JUV";"Court";9;9;9;9;9;"Atlantique"
"TURMER";1996;"JUV";"Court";84,0547614173228;84,5830472440945;85,170031496063;85,7570157480315;86,2853015748032;"Atlantique"
"TURPHI";1996;"JUV";"Court";71,2173913043478;71,2173913043478;71,2173913043478;71,2173913043478;71,2173913043478;"Atlantique"
"AEGCAU";1999;"JUV";"Court";7,42524585921326;8,0695652173913;8,64912280701754;9,25238095238095;10,2137129665256;"Atlantique"
"ERIRUB";1999;"JUV";"Court";14,9594594594594;16,7835616438356;18,8936170212766;19,3359304764759;20,8233832058093;"Atlantique"
"FRICOE";1999;"JUV";"Court";18,5926829268293;19,9756097560976;21,5121951219512;22,4227642276423;23,2422764227643;"Atlantique"
"PARCAE";1999;"JUV";"Court";8,42063492063492;10,6225680933852;10,8333333333333;11,5;13,0629032258065;"Atlantique"
"PARMAJ";1999;"JUV";"Court";15,1642736486486;17,0749417520969;18,8767351598174;19,1938865235098;19,9702677459526;"Atlantique"
"PHYCOL";1999;"JUV";"Court";6,6275884383089;6,82903225806451;7,39739766874491;7,71719720496894;8,23538050734313;"Atlantique"
"PYRULA";1999;"JUV";"Court";21,7782040662651;21,8632906626506;21,9578313253012;22,2289156626506;22,4728915662651;"Atlantique"
"SYLATR";1999;"JUV";"Court";16,3316508365284;17,0333333333334;17,52;18,6824324324324;21,0574726134585;"Atlantique"
"TURMER";1999;"JUV";"Court";83,1572889305816;84,3651969981238;85,7073170731708;92,8575647865854;99,2927877286585;"Atlantique"
"AEGCAU";2000;"JUV";"Court";7,20188053097345;7,93220338983053;8,0695652173913;8,14035087719298;9,53508771929825;"Atlantique"
"CETCET";2000;"JUV";"Court";14,0058333333333;14,0583333333333;14,1166666666667;14,175;14,2275;"Atlantique"
"ERIRUB";2000;"JUV";"Court";14,7945205479452;15,7183098591549;16,2253521126761;16,6530612244898;18,2020820575628;"Atlantique"
"FRICOE";2000;"JUV";"Court";19,764705882353;20,5333333333333;21,4883720930233;21,8972727272727;26,3765838011226;"Atlantique"
"PARCAE";2000;"JUV";"Court";9,7060602466793;10,33988957902;10,6716417910448;11,171875;11,5045066413662;"Atlantique"
"PARMAJ";2000;"JUV";"Court";14,9198468198468;15,6842105263158;16,3287671232877;16,9746835443038;18,0371428571429;"Atlantique"
"PASDOM";2000;"JUV";"Court";26,9090909090909;26,9090909090909;26,9090909090909;26,9090909090909;26,9090909090909;"Atlantique"
"PHYCOL";2000;"JUV";"Court";6,10526315789474;6,54838709677419;6,76666666666666;7,22028688524591;8;"Atlantique"
"PRUMOD";2000;"JUV";"Court";16,5721746381728;17,6250787815126;18,8063636363636;19,1289893617021;20,4191370223979;"Atlantique"
"PYRULA";2000;"JUV";"Court";19,8795731707316;20,8735518292682;21,3970727848101;21,7386806231743;21,9759615384615;"Atlantique"
"SYLATR";2000;"JUV";"Court";15,5733333333334;16,7702702702702;17,4788732394366;18;18,9260563380282;"Atlantique"
"TROTRO";2000;"JUV";"Court";8,17021276595744;8,47058823529412;8,81632653061227;9,19148936170212;9,71499556344279;"Atlantique"
"TURMER";2000;"JUV";"Court";70,4641012396694;77,0815014903129;81,0314960629921;84,3619655172414;92,3099173553719;"Atlantique"
"TURPHI";2000;"JUV";"Court";57,6926150121064;62,6910696481981;63,9075630252099;63,9075630252099;63,9861344537815;"Atlantique"
"AEGCAU";2001;"JUV";"Court";7,73333333333333;8;8,14035087719298;8,7749374826341;9,15789473684211;"Atlantique"
"ERIRUB";2001;"JUV";"Court";14,3013698630137;15,7808219178082;16,2253521126761;17,2394366197183;18,5545341614907;"Atlantique"
"FRICOE";2001;"JUV";"Court";18,0818008474576;18,5129237288135;18,9919491525424;19,4709745762712;19,9020974576271;"Atlantique"
"PARCAE";2001;"JUV";"Court";9,52598916330645;10,0390625;10,573966733871;10,9583333333333;12;"Atlantique"
"PARMAJ";2001;"JUV";"Court";14,4105833333334;15,2600581983806;15,6047297297297;16,4430474697716;17,8579719756897;"Atlantique"
"PASDOM";2001;"JUV";"Court";26,7222222222222;26,7222222222222;26,7222222222222;26,7222222222222;26,7222222222222;"Atlantique"
"PHYCOL";2001;"JUV";"Court";5,91956521739131;6,68324075328548;7,25;7,93220338983053;9,07622950819672;"Atlantique"
"PRUMOD";2001;"JUV";"Court";16,0577898550725;17,373397099012;17,9153846153846;19,4351145038168;20,1470588235294;"Atlantique"
"PYRULA";2001;"JUV";"Court";19,0442544796975;19,6050955414013;20,25;20,7439024390243;21,1587804878049;"Atlantique"
"SYLATR";2001;"JUV";"Court";14,7875622332859;15,6428571428571;16,7702702702702;17,7567567567567;18,7486881361881;"Atlantique"
"TROTRO";2001;"JUV";"Court";7,56312056737589;8,53333333333333;9,09473684210527;9,79591836734697;10,4347826086957;"Atlantique"
"TURMER";2001;"JUV";"Court";75,7383674970125;81,4054054054054;85,0847457627119;88,9370078740157;93,5577541181196;"Atlantique"
"TURPHI";2001;"JUV";"Court";58,3600199401793;64,8818181818182;67,4237288135592;68,9464285714286;75,9563559322033;"Atlantique"
"AEGCAU";2002;"JUV";"Court";7,00483870967742;7,83508771929825;8,14035087719298;8,28571428571429;8,67415841584158;"Atlantique"
"CETCET";2002;"JUV";"Court";11,1471202064897;12,4414916885389;13,2308362369338;14,79607771261;15,5328629032258;"Atlantique"
"ERIRUB";2002;"JUV";"Court";14,7440273037543;15,7;16,4433365292426;17,0541945805419;18,9183690587139;"Atlantique"
"FRICOE";2002;"JUV";"Court";18,0433734939759;18,7228915662651;19,1851851851852;20,2222222222222;23,4694117647059;"Atlantique"
"PARCAE";2002;"JUV";"Court";9,27946428571429;9,8015873015873;10,2496891835889;10,748031496063;11,8499775985663;"Atlantique"
"PARMAJ";2002;"JUV";"Court";14,4178194444445;15,6047297297297;16,2640845070423;17,0500919117647;17,8800000000001;"Atlantique"
"PASDOM";2002;"JUV";"Court";26,3049589201878;27,1745892018779;28,1408450704226;28,9732003129891;29,7223200312989;"Atlantique"
"PHYCOL";2002;"JUV";"Court";6,03718621821165;6,65749848208866;6,88135593220342;7,25;8,06315789473684;"Atlantique"
"PRUMOD";2002;"JUV";"Court";15,9709239130435;17,5717391304348;18,0763888888889;19,1897163120567;20,634885335253;"Atlantique"
"PYRULA";2002;"JUV";"Court";19,8762518142235;20,4939759036145;20,4969879518072;20,8424367331289;30,1150978915663;"Atlantique"
"SYLATR";2002;"JUV";"Court";14,975;15,929609475032;16,7702702702702;17,52;18,996768707483;"Atlantique"
"TROTRO";2002;"JUV";"Court";7,4790273556231;8,41130298273156;8,79077196095831;9,2201476335215;9,96562744246637;"Atlantique"
"TURMER";2002;"JUV";"Court";71,9693670150987;81,7430408738548;85,635294117647;89,9905660377358;99,8818457802064;"Atlantique"
"TURPHI";2002;"JUV";"Court";58,5263518860459;64;66;69,7894736842105;75,1725842974186;"Atlantique"
"AEGCAU";2003;"JUV";"Court";6,12061049121458;7,03030303030302;7,71774193548387;8,0695652173913;8,31400608960419;"Atlantique"
"CETCET";2003;"JUV";"Court";11,5017105263158;12,2;13,8870967741936;14,0583333333333;14,6836592741936;"Atlantique"
"ERIRUB";2003;"JUV";"Court";14,0939053147107;15,4285714285715;16,2253521126761;17,0068493150685;18,3682654833108;"Atlantique"
"FRICOE";2003;"JUV";"Court";17,7599999999999;18,5522207171883;19,6167664670659;20,1104166666667;20,7437852676529;"Atlantique"
"PARCAE";2003;"JUV";"Court";6,995;9,74360236220472;10,1714085820896;10,6802019315189;11,5607142857143;"Atlantique"
"PARMAJ";2003;"JUV";"Court";14,1084128245893;15,2226140050469;15,8559132420092;16,4335389610389;19,0687022132797;"Atlantique"
"PASDOM";2003;"JUV";"Court";22,0248347701149;24,3287671232877;25,6533333333334;26,6563235294118;33,115;"Atlantique"
"PHYCOL";2003;"JUV";"Court";5,37037037037037;6,44444444444444;6,79279279279279;7,18095238095238;8,98842250548023;"Atlantique"
"PRUMOD";2003;"JUV";"Court";14,9360902255639;16,8477682701203;17,7193382352941;18,7961352657005;20,4707649253731;"Atlantique"
"PYRULA";2003;"JUV";"Court";20,275;20,5;20,7439024390243;21,9578313253012;22,0570834421276;"Atlantique"
"SYLATR";2003;"JUV";"Court";14,739941482129;16;16,7702702702702;17,52;19,3079710144928;"Atlantique"
"TROTRO";2003;"JUV";"Court";5,28842553191488;8,26086956521739;8,90286771507863;9,80693877551022;12,0056891766883;"Atlantique"
"TURMER";2003;"JUV";"Court";62,082806358764;80,3816773504274;83,6666666666667;86,3133965163934;99,3034009591184;"Atlantique"
"TURPHI";2003;"JUV";"Court";56,2410792951542;62,1679263359592;64,2136563876652;66,0705091368808;87,3203114590274;"Atlantique"
"AEGCAU";2004;"JUV";"Court";6,50428571428571;7,20107962213226;7,86440677966105;8,17318092428712;8,85130434782609;"Atlantique"
"CETCET";2004;"JUV";"Court";11,9821428571429;12,6313717285454;13,3090909090909;14,0665322580645;15,3549755184332;"Atlantique"
"ERIRUB";2004;"JUV";"Court";14,0680407014505;15,4409784172662;16,196171538804;16,85618729097;18,5111685214626;"Atlantique"
"FRICOE";2004;"JUV";"Court";14,7567871485944;19,3454545454545;20,1599999999999;20,2588235294118;22,1453913043478;"Atlantique"
"PARCAE";2004;"JUV";"Court";8,98797709923664;9,70149253731344;10,0861081747709;10,6619813012295;11,8452842377261;"Atlantique"
"PARMAJ";2004;"JUV";"Court";14,7993814070579;15,7394366197183;16,2506319971109;16,8866666666667;18,1156789602102;"Atlantique"
"PASDOM";2004;"JUV";"Court";21,1361479028698;23;24,6666666666667;25,6339869281047;27,9835248689895;"Atlantique"
"PHYCOL";2004;"JUV";"Court";6;6,53541610192463;6,83046389287421;7,12165071770335;7,61844262295084;"Atlantique"
"PRUMOD";2004;"JUV";"Court";15,5466610962567;17;17,8695652173914;18,5102115754503;20,0864661654135;"Atlantique"
"PYRULA";2004;"JUV";"Court";17,8092391304348;19,2044662654418;20,7972972972973;20,9786155063291;21,2077096518987;"Atlantique"
"SYLATR";2004;"JUV";"Court";14,7988513513513;16,1198457792208;16,9039738608266;17,7430555555556;19,1992441304941;"Atlantique"
"TROTRO";2004;"JUV";"Court";7,79505154639173;8,17021276595744;8,81632653061227;9,2;10,8799259944496;"Atlantique"
"TURMER";2004;"JUV";"Court";69,6238745038168;80,6056910569106;84,6395348837209;88,2581300813008;93,8439924030388;"Atlantique"
"TURPHI";2004;"JUV";"Court";56,3379310344828;61,0884955752212;63,7232142857143;66,5689655172414;77,3771324863884;"Atlantique"
"AEGCAU";2005;"JUV";"Court";7,57788135593223;7,90789473684211;8,14475719146305;8,30326876513316;8,79945350863301;"Atlantique"
"CETCET";2005;"JUV";"Court";11,2196428571429;12,4259259259259;13,2166666666667;13,6409448818897;15,1144444444445;"Atlantique"
"ERIRUB";2005;"JUV";"Court";14,43;15,7183098591549;16,4571428571429;17,1616438356164;18,954681081081;"Atlantique"
"FRICOE";2005;"JUV";"Court";18,2292215944758;18,624750499002;19,8396567299006;20,426094622392;21,0725344870386;"Atlantique"
"PARCAE";2005;"JUV";"Court";9,13665532328633;10;10,4198473282443;10,8333333333333;11,4584500466853;"Atlantique"
"PARMAJ";2005;"JUV";"Court";14,9;15,9983974358975;16,5555555555556;17,0431506849315;18,1852287400849;"Atlantique"
"PASDOM";2005;"JUV";"Court";20,4304347826087;23,8257575757576;25,3766447368421;26,2671232876712;27,5038361749444;"Atlantique"
"PHYCOL";2005;"JUV";"Court";6,27027027027027;6,7107438016529;6,89344262295085;7,20499982853811;7,83163841807912;"Atlantique"
"PRUMOD";2005;"JUV";"Court";14,6898827871512;17,0494321868916;17,6142857142857;18,8437047101449;20,5065670289856;"Atlantique"
"PYRULA";2005;"JUV";"Court";18,2559834429744;19,8170731707316;20,125;20,5840593141798;21,5969738084002;"Atlantique"
"SYLATR";2005;"JUV";"Court";14,7002831375839;15,8911564625851;16,75;17,5585541125541;18,9640795881749;"Atlantique"
"TROTRO";2005;"JUV";"Court";7,64137291280148;8,3707596751075;8,68442553191488;9;10,4193675889328;"Atlantique"
"TURMER";2005;"JUV";"Court";73,2324667737696;80,1442023346303;83,007874015748;88,2219298811983;93,0644268373672;"Atlantique"
"TURPHI";2005;"JUV";"Court";61,5219464852229;64,501177024482;67,2114130434781;69,6938885467981;75,7198525904019;"Atlantique"
"AEGCAU";2006;"JUV";"Court";6,64395580898077;7,4496283080583;7,73333333333333;8,16930342384889;8,55754385964912;"Atlantique"
"CETCET";2006;"JUV";"Court";10,9506334459459;11,906498015873;13,6209126984127;14,0397756410256;15,9642524813896;"Atlantique"
"ERIRUB";2006;"JUV";"Court";14,3373913043478;15,5675675675675;16,5021897810219;17,3525179856115;18,5057342657343;"Atlantique"
"FRICOE";2006;"JUV";"Court";17,0253505184752;17,9581596301069;19,1352941176471;20,5161958568738;20,8677777777778;"Atlantique"
"PARCAE";2006;"JUV";"Court";8,78625541125541;9,70541646161417;10,2631578947369;10,6862710258233;12,0084257206208;"Atlantique"
"PARMAJ";2006;"JUV";"Court";13,8903965517242;15,2852139582272;16,0711287939834;16,9106989247312;18,7739189232443;"Atlantique"
"PASDOM";2006;"JUV";"Court";17,5;23,2124582869855;25;25,6738888888889;26,4036111111112;"Atlantique"
"PHYCOL";2006;"JUV";"Court";6,14681822008925;6,525;6,85039370078738;7,04672897196262;7,55331147540985;"Atlantique"
"PRUMOD";2006;"JUV";"Court";15,6971753246753;17,125;18,0295454545454;18,7878623188406;19,8337991718427;"Atlantique"
"PYRULA";2006;"JUV";"Court";20,7445356472795;20,7502345215759;20,7565666041275;20,7628986866792;20,7685975609756;"Atlantique"
"SYLATR";2006;"JUV";"Court";14,6;15,7547694753577;16,4370860927152;17,025;18,5039791666667;"Atlantique"
"TROTRO";2006;"JUV";"Court";7,94318181818182;8,8205694107261;9,3;9,76999999999998;9,975;"Atlantique"
"TURMER";2006;"JUV";"Court";73,9387192672345;79,6345381526104;83,33984375;85,8579365079365;91,8814896613533;"Atlantique"
"TURPHI";2006;"JUV";"Court";57,4957983193276;65,0113043478261;66,7408695652174;68,8118644067796;85,1293090062112;"Atlantique"
"AEGCAU";2007;"JUV";"Court";6,86842105263158;7,79831932773107;8,14035087719298;8,62809917355374;9,18333333333333;"Atlantique"
"CETCET";2007;"JUV";"Court";11,3985969387755;12,3789540816327;13,0714285714286;14,8894308943089;15,6405487804877;"Atlantique"
"ERIRUB";2007;"JUV";"Court";14,5970965250965;15,7700229977002;16,3199999999999;17,2602739726027;19,2413793103448;"Atlantique"
"FRICOE";2007;"JUV";"Court";18,3461279461279;19,5130434782609;20,475;20,5116279069768;22,2081481481482;"Atlantique"
"PARCAE";2007;"JUV";"Court";8,86363636363632;9,8484848484848;10,3174603174603;10,8333333333333;11,6173320994183;"Atlantique"
"PARMAJ";2007;"JUV";"Court";14,4034977924945;15,6842105263158;16,3287671232877;17,1329720007778;18,3326895406752;"Atlantique"
"PASDOM";2007;"JUV";"Court";23,3747571872572;24,0191082802548;24,75;25,1782751302335;26,0184967320262;"Atlantique"
"PHYCOL";2007;"JUV";"Court";6,36480739599385;6,85454545454545;7,13114754098364;7,38181818181818;8,38815584415585;"Atlantique"
"PRUMOD";2007;"JUV";"Court";15,5681818181818;17,4216365356317;18,1628787878788;18,9003038379531;20,8304347826088;"Atlantique"
"PYRULA";2007;"JUV";"Court";17,9306511848716;20;20,6320754716981;21,3113728800553;22,6774367088608;"Atlantique"
"SYLATR";2007;"JUV";"Court";14,4838815789474;15,8911564625851;16,7351351351351;17,52;19,1120934434693;"Atlantique"
"TROTRO";2007;"JUV";"Court";7,2149861239593;8,61652173913043;8,9736170212766;9,34653061224488;10,5067826086956;"Atlantique"
"TURMER";2007;"JUV";"Court";76,1926614785992;81,481343283582;83,834;87,0403225806452;97,0252100840336;"Atlantique"
"TURPHI";2007;"JUV";"Court";59,5957303249485;62,6319545059403;65,5005113968439;68,5680027485112;77,3793729143493;"Atlantique"
"AEGCAU";2008;"JUV";"Court";6,69705285377933;7,54;7,90909090909091;8,14035087719298;8,61528925619836;"Atlantique"
"CETCET";2008;"JUV";"Court";12,4006578947368;13,2755263157895;13,8725806451613;14,356431475029;14,7615853658536;"Atlantique"
"ERIRUB";2008;"JUV";"Court";14,1815949752569;15,6322556390977;16,1711670480549;16,766771037182;18,2608695652174;"Atlantique"
"FRICOE";2008;"JUV";"Court";17,5170731707317;19,7121951219512;20,8793103448275;22,2352941176471;22,5788169200264;"Atlantique"
"PARCAE";2008;"JUV";"Court";9,2042;9,8484848484848;10,15625;10,7358208955224;11,7640986132512;"Atlantique"
"PARMAJ";2008;"JUV";"Court";14,5868072244657;15,5208333333333;16,1081081081081;16,7852579050462;18,625;"Atlantique"
"PASDOM";2008;"JUV";"Court";21,845205479452;23,2373515981736;24,6666666666668;25,4813157894737;26,0466767881242;"Atlantique"
"PHYCOL";2008;"JUV";"Court";6,21428571428572;6,76666666666666;7,02890181713711;7,37288135593224;8;"Atlantique"
"PRUMOD";2008;"JUV";"Court";14,7638257575758;17,125;18,4206654696443;19,1397058823529;21,7491597356728;"Atlantique"
"PYRULA";2008;"JUV";"Court";17,322471441803;18,3416844512195;19,3883116883117;20,8322368421053;22,3029672493277;"Atlantique"
"SYLATR";2008;"JUV";"Court";14,3729315789474;15,816233997155;16,5;17,4788732394366;19,5883333333334;"Atlantique"
"TROTRO";2008;"JUV";"Court";7,7095282146161;8,55445544554458;8,98723404255319;9,59999999999997;10,446;"Atlantique"
"TURMER";2008;"JUV";"Court";73,2217748285497;80,958174017763;84,9842519685039;88,9919577205882;96,1714799249792;"Atlantique"
"TURPHI";2008;"JUV";"Court";56,9035398230088;61,7871109839817;63,7525204558737;68,4831521739128;74,3204347826087;"Atlantique"
"AEGCAU";2009;"JUV";"Court";7,11801282051282;7,55035714285714;7,86440677966105;8,22606126574407;9,40074545454546;"Atlantique"
"CETCET";2009;"JUV";"Court";11,6385439140597;12,0466050913299;12,7285052910053;13,9435483870968;14,4815909090909;"Atlantique"
"ERIRUB";2009;"JUV";"Court";14,3635135135135;15,7808219178082;16,5;17,2498552961605;19,2951622780159;"Atlantique"
"FRICOE";2009;"JUV";"Court";17,8244382022472;19;19,5348837209303;20,8793103448275;23,5602906976745;"Atlantique"
"PARCAE";2009;"JUV";"Court";9,25831071913161;9,92366412213738;10,2213740458015;10,7459677419355;11,7548701298701;"Atlantique"
"PARMAJ";2009;"JUV";"Court";14,6493160356248;15,700106685633;16,3431754221389;17,1148648648649;18,5101055194805;"Atlantique"
"PASDOM";2009;"JUV";"Court";19,4392307692308;20,2076923076923;22,6606275303643;25,2817105263158;26,5041710526317;"Atlantique"
"PHYCOL";2009;"JUV";"Court";6,21428571428572;6,65271236959764;6,98148148148148;7,25338785046729;8,28571428571431;"Atlantique"
"PRUMOD";2009;"JUV";"Court";15,3390918335419;17,379744061086;17,9513973436635;18,7630434782609;20,2274449473942;"Atlantique"
"PYRULA";2009;"JUV";"Court";18,6435440996325;19,7714919227114;20,6383561643836;21,2493506493507;22,351715641953;"Atlantique"
"SYLATR";2009;"JUV";"Court";14,4032219061166;15,8911564625851;16,656338028169;17,52;19,3235294117647;"Atlantique"
"TROTRO";2009;"JUV";"Court";7,60695652173913;8,47058823529412;9,08333333333333;9,37000887311447;11,0339285714286;"Atlantique"
"TURMER";2009;"JUV";"Court";72,6918390433096;80,7392534213098;83,6666666666667;87,0406978283898;92,6536373246204;"Atlantique"
"TURPHI";2009;"JUV";"Court";56,1097826086956;61,4249999999997;62,5498684979544;66,0749999999999;70,2928969957081;"Atlantique"
"AEGCAU";2010;"JUV";"Court";7,06244424620875;7,61906816220882;7,98165137614679;8,46818181818182;9,09785737128241;"Atlantique"
"CETCET";2010;"JUV";"Court";11,2035511363636;12,174049049049;13,1902597402597;14;14,7527352150538;"Atlantique"
"ERIRUB";2010;"JUV";"Court";14,636355443403;15,7183098591549;16,4053888548683;17,2394366197183;19,2822318526544;"Atlantique"
"FRICOE";2010;"JUV";"Court";16,9011111111111;19,0674846625767;19,4226142742582;19,9133986928105;22,376459957477;"Atlantique"
"PARCAE";2010;"JUV";"Court";8,75853399020523;10,0859036796536;10,4838709677419;10,8333333333333;11,9992041595925;"Atlantique"
"PARMAJ";2010;"JUV";"Court";14,7725657894737;15,5627815315315;16,3287671232877;16,8866666666667;18,3646863212229;"Atlantique"
"PASDOM";2010;"JUV";"Court";21,7673611111111;23,8958333333334;25,1805555555556;25,8846500721501;26,3051503291229;"Atlantique"
"PHYCOL";2010;"JUV";"Court";6,15929203539823;6,73214285714286;7,06874999999999;7,38181818181818;8,43636363636363;"Atlantique"
"PRUMOD";2010;"JUV";"Court";15,3358208955224;17,6142857142857;18,1628787878788;18,8623188405798;19,8958198139736;"Atlantique"
"PYRULA";2010;"JUV";"Court";18;18;19,972602739726;21,0189873417721;22,0072178831134;"Atlantique"
"SYLATR";2010;"JUV";"Court";14,7972972972972;16;16,7702702702702;17,4483157687383;19,335304054054;"Atlantique"
"TROTRO";2010;"JUV";"Court";7,86716003700277;8,61868640148011;9,08936170212766;9,64848484848483;10,4564796905222;"Atlantique"
"TURMER";2010;"JUV";"Court";73,165991902834;81,37890625;84,6811434450323;89,574485472155;95,375219047619;"Atlantique"
"TURPHI";2010;"JUV";"Court";56,7272727272727;61,4745762711864;64,4508620689655;67,1569506726457;69,3734862385321;"Atlantique"
"AEGCAU";2011;"JUV";"Court";7,11041952707857;7,66428571428572;7,73333333333333;8,0990990990991;8,56153189144513;"Atlantique"
"CETCET";2011;"JUV";"Court";12,8745179825495;13,0100446903596;13,1606299212598;13,2086614173228;13,2518897637795;"Atlantique"
"ERIRUB";2011;"JUV";"Court";14,365;15,6574977817214;16,2619863013699;17,2394366197183;18,7495371304975;"Atlantique"
"FRICOE";2011;"JUV";"Court";18,4300925925926;19,3483146067416;20,4878048780488;21,0910404624278;22,2740724559754;"Atlantique"
"PARCAE";2011;"JUV";"Court";9,37023590686274;10,1439393939393;10,3790322580645;10,7518796992482;11,6796875;"Atlantique"
"PARMAJ";2011;"JUV";"Court";14,5153584160937;15,7394366197183;16,4480519480519;16,9318181818181;18,3698630136986;"Atlantique"
"PASDOM";2011;"JUV";"Court";23,8430365296804;24,0331050228311;24,244292237443;24,4554794520549;24,6455479452056;"Atlantique"
"PHYCOL";2011;"JUV";"Court";6,21324049803408;6,6140350877193;6,85454545454545;7,25;8,29250585480091;"Atlantique"
"PRUMOD";2011;"JUV";"Court";16,1124706823028;17,6178834033613;18,215600578059;18,8814804454391;20,2214022140221;"Atlantique"
"PYRULA";2011;"JUV";"Court";17,9530434782609;18,6274038461538;19,5313846153846;21,0535714285714;22,9546232876712;"Atlantique"
"SYLATR";2011;"JUV";"Court";14,8631712304409;16;16,6060897435898;17,4466014855915;19,5096830985916;"Atlantique"
"TROTRO";2011;"JUV";"Court";7,82608695652174;8,3707596751075;8,78316326530614;9,38193979933111;10,1206956521739;"Atlantique"
"TURMER";2011;"JUV";"Court";76,1131076686066;79,6825396825397;83,6691164168117;88,4879583333333;97,2237304098855;"Atlantique"
"TURPHI";2011;"JUV";"Court";57,7371776296725;62,1238938053097;65,2300884955752;68,5862068965518;71,0248466318569;"Atlantique"
"AEGCAU";2012;"JUV";"Court";6,3030077799389;7,72477876106195;8,07406832298137;8,15714995034757;8,84745762711868;"Atlantique"
"CETCET";2012;"JUV";"Court";11,8254385964912;12,3070175438596;12,8421052631579;13,5210526315789;14,1321052631579;"Atlantique"
"ERIRUB";2012;"JUV";"Court";14,7916273972602;15,7856164383562;16,4281690140845;17,1440816326531;18,5810869565217;"Atlantique"
"FRICOE";2012;"JUV";"Court";18,4820487804878;18,8692682926829;19,299512195122;19,729756097561;20,1169756097561;"Atlantique"
"PARCAE";2012;"JUV";"Court";9,24929805285967;9,96975806451613;10,3174603174603;10,7318202221973;11,5387396694215;"Atlantique"
"PARMAJ";2012;"JUV";"Court";14,4861111111111;15,5040540540541;16,1331034482759;16,7244897959184;18,0041666666666;"Atlantique"
"PHYCOL";2012;"JUV";"Court";6,17401711881621;6,7107438016529;6,98148148148148;7,2730158730159;8,21028301886792;"Atlantique"
"PRUMOD";2012;"JUV";"Court";16,0150893260968;17,189138576779;17,6286764705882;18,4029850746269;20,3191847826087;"Atlantique"
"PYRULA";2012;"JUV";"Court";19,8497093023255;20,2499999999999;20,2499999999999;20,378164556962;20,613213518032;"Atlantique"
"SYLATR";2012;"JUV";"Court";14,6;15,8246710526316;16,4625142748382;17,1320148507782;19,0491379310345;"Atlantique"
"TROTRO";2012;"JUV";"Court";7,59829787234042;8,56774193548387;9,06666666666667;9,6969696969697;13,1673469387755;"Atlantique"
"TURMER";2012;"JUV";"Court";75,8602678571429;79,9981066926214;83,6666666666666;87,7128034093015;95,3238821138212;"Atlantique"
"TURPHI";2012;"JUV";"Court";60,9673867023441;63,8437499999999;65,2139450713222;69,5539930427059;74,1815466101694;"Atlantique"
"AEGCAU";2013;"JUV";"Court";6,95541389225183;7,39429824561404;7,85800264550265;8,32224809812141;9,48927272727272;"Atlantique"
"CETCET";2013;"JUV";"Court";11,9441094793057;12,4334981684982;12,6560747663551;13,3323797930615;13,7741935483871;"Atlantique"
"ERIRUB";2013;"JUV";"Court";14,8697260273972;15,879521463758;16,3542857142857;17,2394366197183;18,8034782608696;"Atlantique"
"FRICOE";2013;"JUV";"Court";19,4219811062431;19,7887048192771;20,2308139534884;20,8779069767442;21,0875;"Atlantique"
"PARCAE";2013;"JUV";"Court";8,92240957966764;10,0603954699612;10,3516139657444;10,8201219512195;11,3486201298701;"Atlantique"
"PARMAJ";2013;"JUV";"Court";14,5395572368421;15,8715202702703;16,5555555555556;16,9899267440805;19,5834737076649;"Atlantique"
"PASDOM";2013;"JUV";"Court";22,9920365296804;23,4248858447489;25,2833333333334;25,9380136986301;28,4711083437111;"Atlantique"
"PHYCOL";2013;"JUV";"Court";6,12392724266225;6,72757352941175;7,02336448598131;7,51851851851852;8,83912299091544;"Atlantique"
"PRUMOD";2013;"JUV";"Court";16,1464285714285;17,4395370067582;18,330985915493;19,0995187520744;20,6787593984962;"Atlantique"
"PYRULA";2013;"JUV";"Court";21,0162162162162;21,0162162162162;21,0162162162162;21,0162162162162;21,0162162162162;"Atlantique"
"SYLATR";2013;"JUV";"Court";14,8084642857143;15,7837837837837;16,4438951590336;17,100487012987;18,4750833333334;"Atlantique"
"TROTRO";2013;"JUV";"Court";8,06422926617457;8,58735177865613;9,08936170212766;9,49328063241107;9,98808510638298;"Atlantique"
"TURMER";2013;"JUV";"Court";76,3556303669008;82,600304434751;86,257481060606;88,4827731092437;98,97683;"Atlantique"
"TURPHI";2013;"JUV";"Court";59,2542728635682;63,7448275862069;66,7105263157895;70,6069565217391;74,0732265446224;"Atlantique"
"AEGCAU";2014;"JUV";"Court";6,63103070175439;7,25;7,63157894736842;7,83381578947369;8,66184210526316;"Atlantique"
"CETCET";2014;"JUV";"Court";11,8448646071701;12,82471001221;13,5021872265967;13,8241869918699;15,8875537823397;"Atlantique"
"ERIRUB";2014;"JUV";"Court";14,8936805066855;15,8720051484784;16,5147887323944;17,2446459579394;18,6239160839161;"Atlantique"
"FRICOE";2014;"JUV";"Court";18,8823033707865;19,0780388151174;19,7349397590361;20,5224806201551;21,9136772983114;"Atlantique"
"PARCAE";2014;"JUV";"Court";9,20125932835821;9,9349593495935;10,3174603174603;10,8333333333333;11,3303816793893;"Atlantique"
"PARMAJ";2014;"JUV";"Court";13,7415446772316;15,8803055880189;16,4480519480519;17,1546052631579;18,4606617647059;"Atlantique"
"PASDOM";2014;"JUV";"Court";28,5;28,5;28,5;28,5;28,5;"Atlantique"
