"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
1993;"Terrestre";0,916666666666667;1,66666666666667;2,14285714285714;3,15789473684211;7,51578947368421;"PASDOM"
1994;"Terrestre";1,71929824561403;2,19298245614035;6,54135338345865;11,3214285714286;12,9607142857143;"PASDOM"
1995;"Terrestre";2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;2,57142857142857;"PASDOM"
1996;"Terrestre";3,15789473684211;3,15789473684211;3,15789473684211;3,15789473684211;3,15789473684211;"PASDOM"
1997;"Terrestre";0,949561403508772;1,99561403508772;3,15789473684211;4,22600619195046;5,18730650154799;"PASDOM"
1998;"Terrestre";1,03246753246753;2,14285714285714;2,5;3,15789473684211;4,02167182662539;"PASDOM"
1999;"Terrestre";6;6;6;6;6;"PASDOM"
2000;"Terrestre";1,17948717948718;1,41025641025641;1,66666666666667;2,54761904761905;3,34047619047619;"PASDOM"
2001;"Terrestre";0,867532467532468;1,92307692307692;2,49974962443666;3,84615384615385;4,91428571428571;"PASDOM"
2002;"Terrestre";1,025;1,7425320056899;2,3968253968254;5,04736842105263;8,46858099649474;"PASDOM"
2003;"Terrestre";1,3;3,85714285714286;5;6,42857142857143;8,65333333333333;"PASDOM"
2004;"Terrestre";1,24852941176471;4,375;6,28571428571429;8,39912280701754;28,9607142857143;"PASDOM"
2005;"Terrestre";0,895833333333333;2,30769230769231;3,80952380952381;6,25137362637363;16,3392857142857;"PASDOM"
2006;"Terrestre";1,01034482758621;2,30769230769231;6,25;10;23,5;"PASDOM"
2007;"Terrestre";1,23157894736842;2,72727272727273;5;7,5;26,3142857142857;"PASDOM"
2008;"Terrestre";1,39375;2,08711433756806;2,5;8,81708478882185;22,9285714285714;"PASDOM"
2009;"Terrestre";0,891216216216216;2,35576923076923;3,16666666666667;5,31556503198294;14,1903409090909;"PASDOM"
2010;"Terrestre";1,59807692307692;2,55681818181818;4,39102564102564;6,75;16,0227272727273;"PASDOM"
2011;"Terrestre";1,69070512820513;2,5;3,54545454545455;5,31387181738367;12,5357142857143;"PASDOM"
2012;"Terrestre";1,2;2,30769230769231;3,52941176470588;6;14,3731343283582;"PASDOM"
2013;"Terrestre";1,74545454545455;3;3,84615384615385;4,61538461538461;12,3850267379679;"PASDOM"
2014;"Terrestre";1,39375;2,40384615384615;3;5,69230769230769;14,6785714285714;"PASDOM"
2015;"Terrestre";1,75;3;4,61538461538461;8,82352941176471;22;"PASDOM"
2016;"Terrestre";1,28333333333333;3,1875;5,17625231910946;7,45192307692308;17,6306818181818;"PASDOM"
2017;"Terrestre";1,715625;2,5;3,875;7,83088235294118;14,1458333333333;"PASDOM"
2018;"Terrestre";1,57916666666667;2,875;7,38636363636364;10,2115384615385;18,4375;"PASDOM"
2019;"Terrestre";1,60416666666667;2,625;4,14285714285714;9,95833333333333;15,7211538461538;"PASDOM"
2020;"Terrestre";2;2,5;3,95833333333333;9,75;19,5149253731343;"PASDOM"
2021;"Terrestre";1,83333333333333;4,16666666666667;6,36363636363636;10;33,2894736842105;"PASDOM"
2022;"Terrestre";1,7125;2,70833333333333;5,22727272727273;7,63636363636364;21,2394278606965;"PASDOM"
1989;"Terrestre";2,4;2,4;2,4;2,4;2,4;"PHOOCH"
1993;"Terrestre";0,6;0,6;0,6;0,6;0,6;"PHOOCH"
1997;"Terrestre";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"PHOOCH"
1998;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"PHOOCH"
2001;"Terrestre";2,49974962443666;2,49974962443666;2,49974962443666;2,49974962443666;2,49974962443666;"PHOOCH"
2002;"Terrestre";1,25;1,25;1,5625;2,34365610916375;3,60902760390586;"PHOOCH"
2003;"Terrestre";1,265;1,85;2,5;2,5;2,5;"PHOOCH"
2004;"Terrestre";5;5;5;5;5;"PHOOCH"
2005;"Terrestre";0,916666666666667;1,66666666666667;2,5;2,5;2,5;"PHOOCH"
2006;"Terrestre";2,17236842105263;2,77631578947368;3,375;4,0625;4,90625;"PHOOCH"
2007;"Terrestre";1,00568181818182;1,875;2,10526315789474;2,5;7;"PHOOCH"
2008;"Terrestre";2,15;2,55263157894737;3;4;4,9;"PHOOCH"
2009;"Terrestre";0,926470588235294;1,76470588235294;2,5;3,75;7,125;"PHOOCH"
2010;"Terrestre";2,5;2,5;2,5;2,5;2,5;"PHOOCH"
2011;"Terrestre";0,886813186813187;1,15384615384615;2;2,16;2,67054545454546;"PHOOCH"
2012;"Terrestre";1,60216718266254;1,82352941176471;2,25;2,5;6,48897058823529;"PHOOCH"
2013;"Terrestre";3,75;3,75;3,75;3,75;3,75;"PHOOCH"
2014;"Terrestre";1,60115131578947;1,80098684210526;2,1875;3,63970588235294;6,71691176470588;"PHOOCH"
2015;"Terrestre";1,7625;4,125;5,14705882352941;5,33422459893048;5,44251336898396;"PHOOCH"
2016;"Terrestre";1,64802631578947;2,26973684210526;2,75;3,32142857142857;4,18928571428571;"PHOOCH"
2017;"Terrestre";2,51704545454545;2,67045454545455;2,86363636363636;3,13235294117647;3,48970588235294;"PHOOCH"
2018;"Terrestre";2,61931818181818;3,69318181818182;4,54545454545454;5,51470588235294;6,90441176470588;"PHOOCH"
2019;"Terrestre";1,52484939759036;2,23644578313253;2,5;2,8125;3,65625;"PHOOCH"
2020;"Terrestre";2,5;2,5;3,29545454545455;6,3168449197861;8,17401960784314;"PHOOCH"
2021;"Terrestre";2,55;3;3;5;9,5;"PHOOCH"
2022;"Terrestre";1,66875;3,1875;4,375;6,25;9,625;"PHOOCH"
1990;"Terrestre";1,2;1,2;1,2;1,2;1,2;"PHOPHO"
1991;"Terrestre";1,25823529411765;1,78235294117647;2,36470588235294;2,94705882352941;3,47117647058824;"PHOPHO"
1993;"Terrestre";0,6;0,6;0,6;0,6;0,6;"PHOPHO"
1996;"Terrestre";2,18181818181818;2,18181818181818;2,18181818181818;2,18181818181818;2,18181818181818;"PHOPHO"
1997;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"PHOPHO"
1998;"Terrestre";1,20629032258065;1,26290322580645;1,3258064516129;1,38870967741936;1,44532258064516;"PHOPHO"
1999;"Terrestre";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHOPHO"
2001;"Terrestre";1,60196742482144;1,80914793242495;2,03934849642885;2,26954906043276;2,47672956803627;"PHOPHO"
2002;"Terrestre";0,611111111111111;1,11111111111111;1,25;2,49974962443666;3,14283210530081;"PHOPHO"
2003;"Terrestre";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHOPHO"
2004;"Terrestre";1,20845070422535;1,39188069594035;1,88235294117647;3;5,66666666666667;"PHOPHO"
2005;"Terrestre";0,883928571428571;1,59304511278195;3,57894736842105;4,75;6,25;"PHOPHO"
2006;"Terrestre";1,171875;1,94196428571429;2,57142857142857;3,11842105263158;4,24473684210526;"PHOPHO"
2007;"Terrestre";1,58035714285714;2,23214285714286;2,75;3;4,75;"PHOPHO"
2008;"Terrestre";1,11066398390342;2;3;3,46153846153846;5,6;"PHOPHO"
2009;"Terrestre";0,979166666666667;2,03571428571429;2,73809523809524;3,53333333333333;3,81538461538462;"PHOPHO"
2010;"Terrestre";1,57620967741935;2,09101382488479;2,40384615384615;2,89285714285714;5,145;"PHOPHO"
2011;"Terrestre";1,8077474892396;2,19512195121951;3,52941176470588;4;4,25714285714286;"PHOPHO"
2012;"Terrestre";1,48979513835805;1,85308056872038;2,14285714285714;2,44084455769931;3,40298507462687;"PHOPHO"
2013;"Terrestre";1,87993854258121;2,71805037313433;2,89385330578512;3,15451593860685;4,15178571428571;"PHOPHO"
2014;"Terrestre";1,60645161290323;3;3,75;4,28571428571429;5,98739495798319;"PHOPHO"
2015;"Terrestre";2,16071428571429;2,32142857142857;2,5;2,85714285714286;3,17857142857143;"PHOPHO"
2016;"Terrestre";1,10714285714286;1,42857142857143;1,78571428571429;2,14285714285714;2,46428571428571;"PHOPHO"
2017;"Terrestre";2,5375;2,875;3,375;5,3125;9,53125;"PHOPHO"
2018;"Terrestre";1,67647058823529;1,76470588235294;2,5;2,5;3,625;"PHOPHO"
2019;"Terrestre";1,525;1,8859649122807;2,14285714285714;3,39285714285714;4,89285714285714;"PHOPHO"
2020;"Terrestre";1,9375;2,5;2,5;3;7,37142857142857;"PHOPHO"
2021;"Terrestre";2,0875;2,875;3,375;4,07142857142857;4,9125;"PHOPHO"
2022;"Terrestre";2,5;2,5;2,75;4,125;7,1625;"PHOPHO"
1991;"Terrestre";0,6;0,6;0,6;0,6;0,6;"PHYBON"
1993;"Terrestre";0,6;0,6;0,6;0,6;0,6;"PHYBON"
2000;"Terrestre";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"PHYBON"
2003;"Terrestre";3,52941176470588;3,52941176470588;3,52941176470588;3,52941176470588;3,52941176470588;"PHYBON"
2004;"Terrestre";0,704248366013072;2,04248366013072;3,52941176470588;4,01470588235294;4,45147058823529;"PHYBON"
2005;"Terrestre";1,08379120879121;1,45927601809955;2,14285714285714;3,54166666666667;4,20535714285714;"PHYBON"
2006;"Terrestre";2,25;3;3,375;4,95535714285714;7,23214285714286;"PHYBON"
2007;"Terrestre";1,77573529411765;1,875;2,14285714285714;2,8;5,005;"PHYBON"
2008;"Terrestre";1,53;1,8;3,125;3,21428571428571;7,07142857142857;"PHYBON"
2009;"Terrestre";2,46107142857143;3,01071428571429;4,41964285714286;5,94951923076923;6,82572115384615;"PHYBON"
2010;"Terrestre";1,07142857142857;1,07142857142857;1,87899786780384;3,41492537313433;5,38149253731343;"PHYBON"
2011;"Terrestre";1,84270952927669;2,30769230769231;2,67857142857143;4;27,4;"PHYBON"
2012;"Terrestre";3,5;5;5;5,35714285714286;6,17750533049041;"PHYBON"
2013;"Terrestre";2,91233766233766;4,57792207792208;6,42857142857143;6,42857142857143;6,42857142857143;"PHYBON"
2014;"Terrestre";1,79241071428571;1,85267857142857;3,6240671641791;5,7945566286216;6,93239683933275;"PHYBON"
2015;"Terrestre";1,71666666666667;2,07142857142857;3,33333333333333;7,125;13,95;"PHYBON"
2016;"Terrestre";2,875;3,13235294117647;4,01470588235294;4,875;26,875;"PHYBON"
2017;"Terrestre";1,83823529411765;2,5;6;6,42857142857143;27,6428571428571;"PHYBON"
2018;"Terrestre";1,80147058823529;2,13235294117647;2,5;3,57142857142857;4,53571428571429;"PHYBON"
2019;"Terrestre";2,55;3;3,52941176470588;5;5;"PHYBON"
2020;"Terrestre";2,01785714285714;2,23214285714286;3,01470588235294;4,63235294117647;6,25;"PHYBON"
2021;"Terrestre";2,5;2,5;3;5,45454545454546;8,58116883116883;"PHYBON"
2022;"Terrestre";1,921875;2,34375;2,61363636363636;4,36688311688312;8,79383116883117;"PHYBON"
1989;"Terrestre";4,01818181818182;4,18181818181818;4,36363636363636;4,88181818181818;5,34818181818182;"PHYCOL"
1990;"Terrestre";1,48295454545455;3,31875;3,75;7,1;20,5707282913165;"PHYCOL"
1991;"Terrestre";1,47786458333333;1,85625;3,56470588235294;4,54723707664884;8,42107142857143;"PHYCOL"
1992;"Terrestre";1,0797619047619;1,875;2,90555555555556;4,8;7,09737196765499;"PHYCOL"
1993;"Terrestre";0,988839285714286;1,53125;2,77777777777778;5,95424836601307;15,2857142857143;"PHYCOL"
1994;"Terrestre";1,12321428571429;2,5;5,45454545454546;5,74468085106383;12,3781512605042;"PHYCOL"
1995;"Terrestre";0,945535714285714;1,83691756272401;3,84375;6,68114973262032;30,9910714285714;"PHYCOL"
1996;"Terrestre";1,07936507936508;2,90322580645161;3,4375;5,76923076923077;8,05714285714286;"PHYCOL"
1997;"Terrestre";1,14583333333333;2,57352941176471;5,80645161290323;6,71022727272727;13,7253694581281;"PHYCOL"
1998;"Terrestre";0,753676470588235;3,275;5,32258064516129;7,0979020979021;14,8214285714286;"PHYCOL"
1999;"Terrestre";1,37410714285714;2,1412037037037;2,90322580645161;3,31818181818182;13,2954545454545;"PHYCOL"
2000;"Terrestre";0,996995192307692;1,70238095238095;2,95161290322581;5,82152406417112;12,37375;"PHYCOL"
2001;"Terrestre";1,20659340659341;2,59259259259259;6;9,64285714285714;22,25;"PHYCOL"
2002;"Terrestre";1,08055555555556;3,16842105263158;4,56709956709957;7,28571428571429;9,99291666666666;"PHYCOL"
2003;"Terrestre";0,960714285714286;3,51595371669004;5,16666666666667;11,3714285714286;18,0085227272727;"PHYCOL"
2004;"Terrestre";1,02307692307692;3,07407407407407;5,26315789473684;8,28571428571428;13,2969696969697;"PHYCOL"
2005;"Terrestre";1,08107142857143;2,30769230769231;4,22619047619048;5,87022132796781;14,925;"PHYCOL"
2006;"Terrestre";1,1336032388664;2,14285714285714;3,2;5,76923076923077;10,25;"PHYCOL"
2007;"Terrestre";1,03392857142857;2,5;4,28571428571429;6,66666666666667;12,84;"PHYCOL"
2008;"Terrestre";1,18714285714286;3;5;7;18,3;"PHYCOL"
2009;"Terrestre";1,27666666666667;2,48310810810811;3,45238095238095;6;12,1573426573426;"PHYCOL"
2010;"Terrestre";1,17576923076923;3;4,32748538011696;7,03571428571429;11,25;"PHYCOL"
2011;"Terrestre";1,4775;3,32665505226481;4,55769230769231;7,44318181818182;11,7916666666667;"PHYCOL"
2012;"Terrestre";1,21394230769231;3;4,25;7,83730158730159;13,2355769230769;"PHYCOL"
2013;"Terrestre";2,26315789473684;4,16666666666667;5,83333333333333;8,75;11,9682119205298;"PHYCOL"
2014;"Terrestre";1,13846153846154;3;5;8,45637583892617;15;"PHYCOL"
2015;"Terrestre";1,1751012145749;3;6;8,68571428571429;18,1666666666667;"PHYCOL"
2016;"Terrestre";1,76785714285714;3;5,83333333333333;9;15;"PHYCOL"
2017;"Terrestre";1,15384615384615;3,05084745762712;6;8,33333333333333;14,1666666666667;"PHYCOL"
2018;"Terrestre";2;3;5;7,5;11;"PHYCOL"
2019;"Terrestre";1,91529605263158;3;5;7,54807692307692;17,3;"PHYCOL"
2020;"Terrestre";1,57697368421053;3,9;5;7,5;15;"PHYCOL"
2021;"Terrestre";1,15625;3;5;7;13,5;"PHYCOL"
2022;"Terrestre";1,65659340659341;2,5;5;7,85714285714286;15;"PHYCOL"
1989;"Terrestre";2,02;2,2;2,4;2,6;2,78;"PHYLUS"
1990;"Terrestre";1,0625;2,24025974025974;3,3;4,484375;8,96553308823529;"PHYLUS"
1991;"Terrestre";0,96;1,58235294117647;2,6;4,74375;5,38666666666667;"PHYLUS"
1992;"Terrestre";1,225;1,46666666666667;1,87106918238994;2,9188679245283;3,4078125;"PHYLUS"
1993;"Terrestre";0,84375;0,9375;1,17647058823529;2;3,575;"PHYLUS"
1994;"Terrestre";0,898235294117647;1,04117647058824;1,2;2,08148148148148;2,87481481481482;"PHYLUS"
1995;"Terrestre";2,23416666666667;3,44166666666667;4,84767025089606;6,22983870967742;7,37298387096774;"PHYLUS"
1996;"Terrestre";1,4713133640553;1,64861751152074;1,75;1,91620879120879;2,26854395604396;"PHYLUS"
1997;"Terrestre";1,68057266009852;2,34144088669951;3,09310344827586;4,15161290322581;5,64096774193548;"PHYLUS"
1998;"Terrestre";1,04895104895105;2,30769230769231;4,35483870967742;4,8;7,23;"PHYLUS"
1999;"Terrestre";0,865178571428572;0,9375;1,45161290322581;1,48148148148148;10,2731481481482;"PHYLUS"
2000;"Terrestre";1,67401960784314;1,74019607843137;2,33396584440228;3,14516129032258;3,79838709677419;"PHYLUS"
2001;"Terrestre";0,97027972027972;1,36866359447005;2;3,48717948717949;11,8486842105263;"PHYLUS"
2002;"Terrestre";1,09786184210526;1,9047619047619;2,5;5,525;11,25;"PHYLUS"
2003;"Terrestre";1,26388888888889;1,94117647058824;3,15789473684211;6,14055299539171;12,175;"PHYLUS"
2004;"Terrestre";1,11290322580645;2,09090909090909;3,52941176470588;5,89285714285714;15,5208333333333;"PHYLUS"
2005;"Terrestre";1,15454545454545;2,03571428571429;2,75;3,7125;11,3988095238095;"PHYLUS"
2006;"Terrestre";1,08222811671088;2,5;4,09090909090909;4,4;14,3653846153846;"PHYLUS"
2007;"Terrestre";1,43333333333333;2,16013824884793;3;4,9331550802139;17,3333333333333;"PHYLUS"
2008;"Terrestre";1,655625;3;4,00641025641026;6,57142857142857;13,625;"PHYLUS"
2009;"Terrestre";1,53697183098592;2,5;4,55357142857143;8,55;19,4173076923077;"PHYLUS"
2010;"Terrestre";0,986344537815126;2,59328358208955;4,8;7,75;14,3;"PHYLUS"
2011;"Terrestre";1,59139784946237;3;4,5;8,7;15,9545454545454;"PHYLUS"
2012;"Terrestre";1,6359649122807;2,76714513556619;3,75;5,8125;12,775;"PHYLUS"
2013;"Terrestre";1,2;2,52659574468085;4,41176470588235;7,43966584158416;12,8;"PHYLUS"
2014;"Terrestre";2,5;2,90625;5;7,75;9,47058823529412;"PHYLUS"
2015;"Terrestre";2,5;3;4,54285714285714;6;10;"PHYLUS"
2016;"Terrestre";2,31111111111111;3;3,75;6,25;10,9044715447154;"PHYLUS"
2017;"Terrestre";2,075;2,625;3,75;5,625;12,375;"PHYLUS"
2018;"Terrestre";1,7125;3;4,64285714285714;6;12,875;"PHYLUS"
2019;"Terrestre";1,77083333333333;2,5;4;6,875;20,5;"PHYLUS"
2020;"Terrestre";2,35714285714286;3;3,75;4,75;11,4545454545455;"PHYLUS"
2021;"Terrestre";0,969076655052264;2,5;3;5,75;8,675;"PHYLUS"
2022;"Terrestre";1,584375;2,27380952380952;3;4,5;6,63409090909091;"PHYLUS"
1990;"Terrestre";0,638571428571429;0,985714285714286;1,37142857142857;1,75714285714286;2,10428571428571;"PICDIS"
1991;"Terrestre";1,59304511278195;1,71992481203007;1,8609022556391;2,00187969924812;2,12875939849624;"PICDIS"
1992;"Terrestre";0,58188679245283;0,724528301886793;0,883018867924528;1,04150943396226;1,18415094339623;"PICDIS"
1993;"Terrestre";0,845238095238095;0,952380952380952;1,07142857142857;1,32518796992481;1,55357142857143;"PICDIS"
1994;"Terrestre";0,965130023640662;1,03427895981087;1,11111111111111;1,34502923976608;1,55555555555556;"PICDIS"
1995;"Terrestre";0,644210526315789;1,04210526315789;1,48421052631579;1,92631578947368;2,32421052631579;"PICDIS"
1996;"Terrestre";0,689473684210526;0,894736842105263;1,12280701754386;1,35087719298246;1,55614035087719;"PICDIS"
1997;"Terrestre";1,0968045112782;1,32518796992481;1,57894736842105;1,8609022556391;2,11466165413534;"PICDIS"
1998;"Terrestre";2,16823308270677;2,39661654135338;2,65037593984962;2,90413533834586;3,13251879699248;"PICDIS"
1999;"Terrestre";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"PICDIS"
2000;"Terrestre";1,22357142857143;1,43571428571429;1,67142857142857;1,90714285714286;2,11928571428571;"PICDIS"
2001;"Terrestre";0,593253968253968;0,931318681318681;1,20192307692308;1,49671052631579;1,94736842105263;"PICDIS"
2002;"Terrestre";0,621031746031746;1,21031746031746;1,50375939849624;1,80921052631579;2,43092105263158;"PICDIS"
2003;"Terrestre";1,625;2,03947368421053;2,5;2,61363636363636;2,71590909090909;"PICDIS"
2004;"Terrestre";0,916666666666667;1,56617647058824;1,88235294117647;2,10714285714286;3,03101503759398;"PICDIS"
2005;"Terrestre";0,716666666666667;1,5;1,76470588235294;2,5;2,85;"PICDIS"
2006;"Terrestre";1,16785714285714;1,61899313501144;1,99013157894737;2,5;3;"PICDIS"
2007;"Terrestre";1,59429824561404;2,02380952380952;2,5;3,06081081081081;4,69256756756757;"PICDIS"
2008;"Terrestre";1,12758620689655;1,66666666666667;2;2,5;2,93333333333333;"PICDIS"
2009;"Terrestre";1,09714285714286;1,62162162162162;2,14285714285714;2,5;6,19047619047619;"PICDIS"
2010;"Terrestre";1,25714285714286;2;2,14285714285714;2,5;2,68181818181818;"PICDIS"
2011;"Terrestre";1,18827639751553;2,04192546583851;2,51748251748252;3,45;6,14357142857143;"PICDIS"
2012;"Terrestre";1,49933075550267;1,9375;2,14285714285714;3;3,5625;"PICDIS"
2013;"Terrestre";0,833333333333333;1,48809523809524;2,14285714285714;2,51748251748252;2,72727272727273;"PICDIS"
2014;"Terrestre";1,171875;1,875;1,9375;2,375;2,9375;"PICDIS"
2015;"Terrestre";1,59379282834605;2,25;2,5;3;3,25;"PICDIS"
2016;"Terrestre";1,16785714285714;1,5;2,03333333333333;2,96995377503852;4,07142857142857;"PICDIS"
2017;"Terrestre";1,15714285714286;1,5;1,875;2,14285714285714;3;"PICDIS"
2018;"Terrestre";1,71875;2,12406015037594;2,66666666666667;3,375;7,82142857142857;"PICDIS"
2019;"Terrestre";1,12946428571429;1,77631578947368;2,5;3;3;"PICDIS"
2020;"Terrestre";1,5;2;2,5;3;5,15;"PICDIS"
2021;"Terrestre";1,4155737704918;2,14285714285714;2,5;3;5,27142857142857;"PICDIS"
2022;"Terrestre";0,970982142857143;1,82142857142857;2,5;2,86363636363636;5,25;"PICDIS"
1991;"Terrestre";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"PICPIC"
1992;"Terrestre";0,6;0,6;0,6;0,6;0,6;"PICPIC"
1995;"Terrestre";0,929464285714286;1,58035714285714;2,30357142857143;3,02678571428571;3,67767857142857;"PICPIC"
1996;"Terrestre";0,851973684210526;1,01973684210526;1,20614035087719;1,39254385964912;1,56030701754386;"PICPIC"
1997;"Terrestre";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"PICPIC"
1998;"Terrestre";3,15789473684211;3,15789473684211;3,15789473684211;3,15789473684211;3,15789473684211;"PICPIC"
2001;"Terrestre";0,875187969924812;1,03759398496241;1,21804511278195;1,3984962406015;1,5609022556391;"PICPIC"
2002;"Terrestre";1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;"PICPIC"
2004;"Terrestre";0,942857142857143;1,71428571428571;2,57142857142857;3,42857142857143;4,2;"PICPIC"
2005;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"PICPIC"
2007;"Terrestre";0,964285714285714;1,92857142857143;3;3,64285714285714;4,22142857142857;"PICPIC"
2008;"Terrestre";2,5;2,5;2,5;2,5;2,5;"PICPIC"
2009;"Terrestre";1,1875;1,49038461538462;1,82692307692308;2,16346153846154;2,46634615384615;"PICPIC"
2010;"Terrestre";2,025;2,25;2,5;2,75;2,975;"PICPIC"
2012;"Terrestre";1,15625;1,17788461538462;1,20192307692308;1,22596153846154;1,24759615384615;"PICPIC"
2013;"Terrestre";1,33776595744681;1,88829787234043;2,5;3,39285714285714;4,19642857142857;"PICPIC"
2014;"Terrestre";2,6865671641791;2,6865671641791;2,6865671641791;2,6865671641791;2,6865671641791;"PICPIC"
2015;"Terrestre";1,525;1,75;2;2,25;2,475;"PICPIC"
2016;"Terrestre";6;6;6;6;6;"PICPIC"
2017;"Terrestre";1,5;1,5;1,5;1,5;1,5;"PICPIC"
2018;"Terrestre";3,075;3,75;4,5;5,25;5,925;"PICPIC"
2019;"Terrestre";1,5375;1,875;2,25;2,625;2,9625;"PICPIC"
2022;"Terrestre";2,50466417910448;2,54664179104478;2,59328358208955;2,63992537313433;2,68190298507463;"PICPIC"
1989;"Terrestre";0,715454545454546;1,75454545454545;2,90909090909091;4,45454545454546;5,84545454545455;"PRUMOD"
1990;"Terrestre";1,1015625;2,28693181818182;3,06818181818182;5,07647058823529;6,3940625;"PRUMOD"
1991;"Terrestre";0,6;1,34358288770053;2,15686274509804;3,16470588235294;6,66335227272727;"PRUMOD"
1992;"Terrestre";1,32688679245283;2,51785714285714;3,04261363636364;3,53333333333333;6,17745535714286;"PRUMOD"
1993;"Terrestre";0,878711484593838;1,80759803921569;2,75;4,36647727272727;15,615625;"PRUMOD"
1994;"Terrestre";1,14166666666667;1,37142857142857;2,28758169934641;3,32495164410058;4,37301136363636;"PRUMOD"
1995;"Terrestre";0,635294117647059;1,04761904761905;1,12373737373737;2,02620967741935;43,96875;"PRUMOD"
1996;"Terrestre";1,14746543778802;2,1875;2,5;2,90909090909091;3,86666666666667;"PRUMOD"
1997;"Terrestre";0,996204933586338;1,66666666666667;2,1875;3,10344827586207;7,22909090909091;"PRUMOD"
1998;"Terrestre";0,946691176470588;1,26320422535211;2,06676136363636;6,77884615384615;7,6125;"PRUMOD"
1999;"Terrestre";0,741935483870968;1,05952380952381;1,71428571428571;3,74431818181818;7,02954545454545;"PRUMOD"
2000;"Terrestre";0,791208791208791;1,80645161290323;2,5;3,91176470588235;7,07954545454546;"PRUMOD"
2001;"Terrestre";0,919034090909091;2,01098901098901;2,88461538461538;4,80769230769231;7,02724358974359;"PRUMOD"
2002;"Terrestre";1,11111111111111;2,14285714285714;2,72727272727273;4,62087087087087;7,72916666666667;"PRUMOD"
2003;"Terrestre";0,751587301587302;2,45;4,02234636871508;6,6025641025641;11,3125;"PRUMOD"
2004;"Terrestre";1,10615079365079;2,475;3,40579710144928;5;10,3642857142857;"PRUMOD"
2005;"Terrestre";1,2;2;3,33333333333333;5,2;11;"PRUMOD"
2006;"Terrestre";1,16785714285714;2,10526315789474;3,73333333333333;6,33928571428571;11,25;"PRUMOD"
2007;"Terrestre";1,21352112676056;2,30769230769231;3,75;6,66666666666667;11,6;"PRUMOD"
2008;"Terrestre";1,22875;2,5;4,85294117647059;6,29464285714286;11,4914772727273;"PRUMOD"
2009;"Terrestre";1,07601351351351;2,07894736842105;3,34498834498834;6,94230769230769;10,2019230769231;"PRUMOD"
2010;"Terrestre";1,0859375;3;4,54299363057325;6;15,7875;"PRUMOD"
2011;"Terrestre";1,25792253521127;2,26495726495726;3;6;10,7538461538461;"PRUMOD"
2012;"Terrestre";1,66666666666667;3,42948717948718;5,01748251748252;6;10,7524671052632;"PRUMOD"
2013;"Terrestre";1,02321428571429;2,375;3,16666666666667;5;13,6285714285714;"PRUMOD"
2014;"Terrestre";1,4120452137054;2,5;4;6,23370786516854;11,575;"PRUMOD"
2015;"Terrestre";1,57232142857143;3;3,75;6,26644736842105;13,3125;"PRUMOD"
2016;"Terrestre";1,61622807017544;3;4,5;6,5390243902439;14,2916666666667;"PRUMOD"
2017;"Terrestre";1,56275303643725;3;4,5;6;12,4;"PRUMOD"
2018;"Terrestre";1,80208333333333;3;4,61538461538461;6;11,875;"PRUMOD"
2019;"Terrestre";1,66666666666667;2,72727272727273;5;6;11,55;"PRUMOD"
2020;"Terrestre";1,4693968066233;2,91346153846154;3,33333333333333;5,27985074626866;10,475;"PRUMOD"
2021;"Terrestre";1,53947368421053;3,33333333333333;4,5;6;10,3571428571429;"PRUMOD"
2022;"Terrestre";2,5;3;4,60606060606061;6;13,3875;"PRUMOD"
1989;"Terrestre";2,44;2,8;3,2;3,6;3,96;"PYRULA"
1990;"Terrestre";0,8175;1,50909090909091;2;2,38562091503268;4,12235294117647;"PYRULA"
1991;"Terrestre";0,974117647058824;1,8;2,77777777777778;2,8;3,45647058823529;"PYRULA"
1992;"Terrestre";0,879166666666667;1,2;1,44905660377359;1,98702830188679;2,71041666666667;"PYRULA"
1993;"Terrestre";0,748333333333334;2,08333333333333;2,35294117647059;4,36363636363636;22,0363636363636;"PYRULA"
1994;"Terrestre";0,844166666666667;1,24166666666667;2,01797385620915;3,07620320855615;4,23489304812834;"PYRULA"
1995;"Terrestre";0,990196078431373;1,07843137254902;1,45555555555556;5,1;14,01;"PYRULA"
1996;"Terrestre";1,18186813186813;1,43406593406593;1,71428571428571;1,94805194805195;2,15844155844156;"PYRULA"
1997;"Terrestre";1,41927083333333;1,53645833333333;1,66666666666667;2,93333333333333;4,07333333333333;"PYRULA"
