"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2006;"STOC-rozo";2,75454545454545;3;3;6;11,4;"PARCAE"
2007;"STOC-rozo";2,74772727272727;2,93181818181818;4,5;7,5;11,55;"PARCAE"
2008;"STOC-rozo";3;3;3;5,45454545454546;7,74545454545455;"PARCAE"
2009;"STOC-rozo";3;3;3;6,375;14,0625;"PARCAE"
2010;"STOC-rozo";3;3;4;7,5;12,825;"PARCAE"
2011;"STOC-rozo";3;3;3;3,75;6,625;"PARCAE"
2012;"STOC-rozo";3;3;3,5;4,5;5,85;"PARCAE"
2013;"STOC-rozo";3;3;4,5;6,5;7,85;"PARCAE"
2014;"STOC-rozo";3,225;5,25;9;12;12;"PARCAE"
2015;"STOC-rozo";3;3;3;4,66666666666667;6,85;"PARCAE"
2016;"STOC-rozo";3,025;3,25;6,16666666666667;9;9;"PARCAE"
2017;"STOC-rozo";3;3;4,5;6;7,75;"PARCAE"
2018;"STOC-rozo";3;3,75;6;8,25;16,875;"PARCAE"
2019;"STOC-rozo";3;3;4,5;6,75;7,4375;"PARCAE"
2020;"STOC-rozo";3;3,08333333333333;3,91666666666667;4,5;4,5;"PARCAE"
2021;"STOC-rozo";3,1125;4,125;6,75;9,75;11,775;"PARCAE"
2022;"STOC-rozo";3;3;3,16666666666667;3,75;4,875;"PARCAE"
1999;"STOC-rozo";9;9;9;9;9;"PARMAJ"
2002;"STOC-rozo";2,74772727272727;2,93181818181818;3;3,75;5,775;"PARMAJ"
2003;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PARMAJ"
2004;"STOC-rozo";1,9875;3;3;4,5;4,95;"PARMAJ"
2005;"STOC-rozo";3;3;3;4,5;5,85;"PARMAJ"
2006;"STOC-rozo";2,015625;3,375;4,97727272727273;5,86363636363636;6;"PARMAJ"
2007;"STOC-rozo";2,75454545454545;3;3;3;3;"PARMAJ"
2008;"STOC-rozo";3;3;3;3;3;"PARMAJ"
2009;"STOC-rozo";3;3;3;3,75;5,775;"PARMAJ"
2010;"STOC-rozo";3;3;3;3;3;"PARMAJ"
2011;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PARMAJ"
2012;"STOC-rozo";3,15;4,5;6;7,5;8,85;"PARMAJ"
2013;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"PARMAJ"
2014;"STOC-rozo";3;3;3;3;3;"PARMAJ"
2015;"STOC-rozo";3;3;3;3,16666666666667;3,31666666666667;"PARMAJ"
2016;"STOC-rozo";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"PARMAJ"
2017;"STOC-rozo";3;3;3;3,75;4,425;"PARMAJ"
2018;"STOC-rozo";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"PARMAJ"
2019;"STOC-rozo";3;3;3;3;3;"PARMAJ"
2020;"STOC-rozo";3,4;4;4,66666666666667;5,33333333333333;5,93333333333333;"PARMAJ"
2021;"STOC-rozo";3;3;3;3;3;"PARMAJ"
2022;"STOC-rozo";3,09166666666667;3,91666666666667;4,83333333333333;5,75;6,575;"PARMAJ"
1999;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PHYCOL"
2000;"STOC-rozo";3;3;3;3;3;"PHYCOL"
2001;"STOC-rozo";3;3;3;3;3;"PHYCOL"
2002;"STOC-rozo";3;3;3;3,75;4,425;"PHYCOL"
2003;"STOC-rozo";3;3;3;4,5;10,2681818181818;"PHYCOL"
2004;"STOC-rozo";1,959375;2,71875;6;9,75;11,775;"PHYCOL"
2005;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"PHYCOL"
2006;"STOC-rozo";2,51136363636364;2,61363636363636;2,72727272727273;4,36363636363636;5,83636363636364;"PHYCOL"
2007;"STOC-rozo";3;3;3;4,09090909090909;11,2090909090909;"PHYCOL"
2008;"STOC-rozo";3;3;3;5,45454545454546;8,64545454545455;"PHYCOL"
2009;"STOC-rozo";3,1125;4,125;4,75;6;8,7;"PHYCOL"
2010;"STOC-rozo";3;3;3;3,5;4,85;"PHYCOL"
2011;"STOC-rozo";3;3;4;6;7,8;"PHYCOL"
2012;"STOC-rozo";3;3;4,5;6,25;7,4125;"PHYCOL"
2013;"STOC-rozo";3;3;4,44444444444444;4,5;5,85;"PHYCOL"
2014;"STOC-rozo";4,575;5,25;6;12,75;18,825;"PHYCOL"
2015;"STOC-rozo";3,04166666666667;3,5;4,5;5,75;9,5;"PHYCOL"
2016;"STOC-rozo";3,2;5;7;7,38888888888889;7,73888888888889;"PHYCOL"
2017;"STOC-rozo";4,025;4,25;4,5;6,25;7,825;"PHYCOL"
2018;"STOC-rozo";3;3;3,5;5,16666666666667;7,12506173612416;"PHYCOL"
2019;"STOC-rozo";3,15;4,5;5;5;6,5;"PHYCOL"
2020;"STOC-rozo";7,2;9;11;13;14,8;"PHYCOL"
2021;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"PHYCOL"
2022;"STOC-rozo";3;3;5,25;8,125;9,8125;"PHYCOL"
1999;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PHYLUS"
2000;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2001;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2003;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2004;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2006;"STOC-rozo";1,99857954545454;3,11079545454545;4,34659090909091;5,58238636363636;6,69460227272727;"PHYLUS"
2007;"STOC-rozo";3,32727272727273;6,27272727272727;9,54545454545454;10,7727272727273;11,8772727272727;"PHYLUS"
2008;"STOC-rozo";3;3;3;4,22727272727273;5,33181818181818;"PHYLUS"
2009;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2010;"STOC-rozo";3,45;7,5;12;16,5;20,55;"PHYLUS"
2011;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2012;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2014;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"PHYLUS"
2015;"STOC-rozo";3,35;6,5;10;13,5;16,65;"PHYLUS"
2016;"STOC-rozo";12;12;12;12;12;"PHYLUS"
2017;"STOC-rozo";3;3;3;3;3;"PHYLUS"
2018;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PHYLUS"
2019;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PHYLUS"
2020;"STOC-rozo";3;3;3;3;3;"PHYLUS"
1999;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"PRUMOD"
2000;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PRUMOD"
2002;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"PRUMOD"
2003;"STOC-rozo";3;3;4,22727272727273;5,59090909090909;5,95909090909091;"PRUMOD"
2004;"STOC-rozo";3,0421875;3,421875;3,84375;4,265625;4,6453125;"PRUMOD"
2005;"STOC-rozo";2,74772727272727;2,93181818181818;3,75;4,875;5,8875;"PRUMOD"
2006;"STOC-rozo";2,74772727272727;2,93181818181818;3,375;3,9375;4,44375;"PRUMOD"
2007;"STOC-rozo";2,075;2,75;3;3,95454545454545;6,53181818181818;"PRUMOD"
2008;"STOC-rozo";3;3;3;5,59090909090909;7,92272727272727;"PRUMOD"
2009;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"PRUMOD"
2010;"STOC-rozo";3;3;3,5;4,5;5,85;"PRUMOD"
2011;"STOC-rozo";6;6;6;6;6;"PRUMOD"
2012;"STOC-rozo";3;3;6;9;14,4;"PRUMOD"
2013;"STOC-rozo";3,03611111111111;3,36111111111111;3,72222222222222;4,08333333333333;4,40833333333333;"PRUMOD"
2014;"STOC-rozo";3;3;3;3;3;"PRUMOD"
2015;"STOC-rozo";3,07222222222222;3,72222222222222;4,44444444444444;5,22222222222222;5,92222222222222;"PRUMOD"
2016;"STOC-rozo";3,03611111111111;3,36111111111111;3,72222222222222;4,08333333333333;4,40833333333333;"PRUMOD"
2017;"STOC-rozo";3;3;3;3;3;"PRUMOD"
2018;"STOC-rozo";3;3;3;4,27777777777778;5,42777777777778;"PRUMOD"
2019;"STOC-rozo";6,66666666666667;6,66666666666667;6,66666666666667;6,66666666666667;6,66666666666667;"PRUMOD"
2020;"STOC-rozo";3,09166666666667;3,91666666666667;4,83333333333333;5,75;6,575;"PRUMOD"
2021;"STOC-rozo";3;3;3;3;3;"PRUMOD"
2022;"STOC-rozo";3,175;4,75;6,5;8,25;9,825;"PRUMOD"
1999;"STOC-rozo";4,5;4,5;4,5;4,5;4,5;"SYLATR"
2001;"STOC-rozo";3;3;3;3;3;"SYLATR"
2002;"STOC-rozo";2,74772727272727;2,93181818181818;3;3;3;"SYLATR"
2003;"STOC-rozo";4,12159090909091;4,39772727272727;4,5;4,875;5,8875;"SYLATR"
2004;"STOC-rozo";3;3;4;5;5,9;"SYLATR"
2005;"STOC-rozo";3,10909090909091;4,09090909090909;4,5;5;5,9;"SYLATR"
2006;"STOC-rozo";3,05625;3,5625;4,875;7,56818181818182;11,8022727272727;"SYLATR"
2007;"STOC-rozo";3;3,75;6,75;8,625;9,47727272727273;"SYLATR"
2008;"STOC-rozo";3,02727272727273;3,27272727272727;3,54545454545455;3,81818181818182;4,06363636363636;"SYLATR"
2009;"STOC-rozo";3;3;3;5;6,8;"SYLATR"
2010;"STOC-rozo";3;3;3;3,75;4,425;"SYLATR"
2011;"STOC-rozo";3;3;3;4,5;8,55;"SYLATR"
2012;"STOC-rozo";3;3;4,5;6;6,9;"SYLATR"
2013;"STOC-rozo";3;3;3;4,19444444444444;7,41944444444444;"SYLATR"
2014;"STOC-rozo";3;3;3;3;3;"SYLATR"
2015;"STOC-rozo";4,71944444444444;6,69444444444444;8,88888888888889;8,94444444444444;8,99444444444444;"SYLATR"
2016;"STOC-rozo";5,05;5,5;6;8;9,8;"SYLATR"
2017;"STOC-rozo";3;3;3;3;3;"SYLATR"
2018;"STOC-rozo";3;3;3;3,63888888888889;5,36388888888889;"SYLATR"
2019;"STOC-rozo";3,07222222222222;3,72222222222222;4,44444444444444;7,47222222222222;10,1972222222222;"SYLATR"
2020;"STOC-rozo";3,14722222222222;4,47222222222222;5,94444444444444;7,41666666666667;8,74166666666667;"SYLATR"
2021;"STOC-rozo";3;3;3;3;3;"SYLATR"
2022;"STOC-rozo";3;3;3;3,91666666666667;6,39166666666667;"SYLATR"
1998;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2000;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2001;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2002;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2003;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2004;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2005;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2006;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2007;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2008;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2009;"STOC-rozo";3;3;3;6;8,7;"SYLBOR"
2010;"STOC-rozo";3;3;3;3,75;4,425;"SYLBOR"
2011;"STOC-rozo";4,6125;5,625;6,75;7,875;8,8875;"SYLBOR"
2012;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2013;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2014;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2015;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2018;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2019;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"SYLBOR"
2020;"STOC-rozo";3;3;3;3,08333333333333;3,30833333333333;"SYLBOR"
2021;"STOC-rozo";6;6;6;6;6;"SYLBOR"
2022;"STOC-rozo";3;3;3;3;3;"SYLBOR"
2001;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2002;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2003;"STOC-rozo";2,73409090909091;2,79545454545455;2,86363636363636;2,93181818181818;2,99318181818182;"SYLCOM"
2004;"STOC-rozo";1,93125;2,4375;3;3;3;"SYLCOM"
2005;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2006;"STOC-rozo";3;3;3;3,54545454545455;4,03636363636364;"SYLCOM"
2007;"STOC-rozo";3;3;3;10,9090909090909;14,5909090909091;"SYLCOM"
2008;"STOC-rozo";4,61477272727273;5,64772727272727;6,79545454545454;7,94318181818182;8,97613636363636;"SYLCOM"
2009;"STOC-rozo";3;3;3;3;5,7;"SYLCOM"
2010;"STOC-rozo";10,5;10,5;10,5;10,5;10,5;"SYLCOM"
2011;"STOC-rozo";3;3;3;4,5;5,85;"SYLCOM"
2012;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2013;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2014;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2015;"STOC-rozo";3;3;3;3,16666666666667;3,31666666666667;"SYLCOM"
2016;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2017;"STOC-rozo";3,05;3,5;4;4,5;4,95;"SYLCOM"
2018;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"SYLCOM"
2019;"STOC-rozo";3;3;3;3,375;4,3875;"SYLCOM"
2020;"STOC-rozo";6;6;6;6;6;"SYLCOM"
2021;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2022;"STOC-rozo";3;3;3;3;3;"SYLCOM"
2000;"STOC-rozo";3;3;3;3;3;"TROTRO"
2003;"STOC-rozo";4,09090909090909;4,09090909090909;4,09090909090909;4,09090909090909;4,09090909090909;"TROTRO"
2004;"STOC-rozo";3;3;3;3;3;"TROTRO"
2005;"STOC-rozo";2,74772727272727;2,93181818181818;3;5,25;11,325;"TROTRO"
2006;"STOC-rozo";2,51704545454545;2,67045454545455;2,86363636363636;3;3;"TROTRO"
2007;"STOC-rozo";5,45454545454546;5,45454545454546;5,45454545454546;5,45454545454546;5,45454545454546;"TROTRO"
2009;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"TROTRO"
2010;"STOC-rozo";3;3;3;3;3;"TROTRO"
2011;"STOC-rozo";3;3;3;3;3;"TROTRO"
2012;"STOC-rozo";3;3;3;3;3;"TROTRO"
2013;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"TROTRO"
2014;"STOC-rozo";3;3;3;3;3;"TROTRO"
2015;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"TROTRO"
2016;"STOC-rozo";3;3;3;3;3;"TROTRO"
2018;"STOC-rozo";3,34166666666667;6,41666666666667;9,83333333333333;13,25;16,325;"TROTRO"
2019;"STOC-rozo";3;3;3;3;3;"TROTRO"
2020;"STOC-rozo";1,15833333333333;1,58333333333333;2,05555555555556;2,52777777777778;2,95277777777778;"TROTRO"
2021;"STOC-rozo";3;3;3;3;3;"TROTRO"
2022;"STOC-rozo";3,175;4,75;6,5;8,25;9,825;"TROTRO"
1999;"STOC-rozo";6;6;6;6;6;"TURMER"
2000;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"TURMER"
2001;"STOC-rozo";3;3;3;3,25;3,925;"TURMER"
2002;"STOC-rozo";2,76818181818182;3;3;5,25;6;"TURMER"
2003;"STOC-rozo";2,76818181818182;3;3;4,5;6;"TURMER"
2004;"STOC-rozo";1,9875;3;3;9;11,7;"TURMER"
2005;"STOC-rozo";2,74772727272727;2,93181818181818;3;4,875;9,9375;"TURMER"
2006;"STOC-rozo";2,04375;3;3;3;5,55;"TURMER"
2007;"STOC-rozo";2,78181818181818;3;3;4,5;5,8;"TURMER"
2008;"STOC-rozo";2,74772727272727;2,93181818181818;3;3,375;4,3875;"TURMER"
2009;"STOC-rozo";3;3;3;5,25;11,325;"TURMER"
2010;"STOC-rozo";3;3;3;4,125;5,8125;"TURMER"
2011;"STOC-rozo";3;3;3,75;4,875;5,8875;"TURMER"
2012;"STOC-rozo";3;3;3;3,375;4,3875;"TURMER"
2013;"STOC-rozo";3,175;4,75;6,5;8,25;9,825;"TURMER"
2014;"STOC-rozo";3;3;3;3;3;"TURMER"
2015;"STOC-rozo";3;3;4,5;6;7,55555555555556;"TURMER"
2016;"STOC-rozo";1,68472222222222;3,34722222222222;5,19444444444444;7,04166666666667;8,70416666666667;"TURMER"
2017;"STOC-rozo";3;3;3;3,5;4,85;"TURMER"
2018;"STOC-rozo";3;3;3;3,27155172413793;13,5452586206897;"TURMER"
2019;"STOC-rozo";3;3;3;6;6,6;"TURMER"
2020;"STOC-rozo";3;3;4,5;4,5;4,95;"TURMER"
2021;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"TURMER"
2022;"STOC-rozo";3;3;3;3;9,3;"TURMER"
1999;"STOC-rozo";3;3;3;3;3;"TURPHI"
2000;"STOC-rozo";3;3;3;3;3;"TURPHI"
2002;"STOC-rozo";3;3;3;3;3;"TURPHI"
2003;"STOC-rozo";2,74090909090909;2,86363636363636;3;3;3;"TURPHI"
2004;"STOC-rozo";3,1125;4,125;5,25;6,375;7,3875;"TURPHI"
2005;"STOC-rozo";6;6;6;6;6;"TURPHI"
2006;"STOC-rozo";3;3;3;3,31818181818182;3,60454545454545;"TURPHI"
2007;"STOC-rozo";3,15;4,5;6;6;6;"TURPHI"
2008;"STOC-rozo";2,74090909090909;2,86363636363636;3;3;3;"TURPHI"
2009;"STOC-rozo";3;3;3;4,5;5,85;"TURPHI"
2010;"STOC-rozo";3;3;3;3;3;"TURPHI"
2011;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"TURPHI"
2012;"STOC-rozo";7,5;7,5;7,5;7,5;7,5;"TURPHI"
2013;"STOC-rozo";3,05;3,5;4;4,5;4,95;"TURPHI"
2015;"STOC-rozo";3,09166666666667;3,91666666666667;4,83333333333333;5,75;6,575;"TURPHI"
2016;"STOC-rozo";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"TURPHI"
2017;"STOC-rozo";3;3;3;3;3;"TURPHI"
2018;"STOC-rozo";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"TURPHI"
2019;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"TURPHI"
2020;"STOC-rozo";3,00833333333333;3,08333333333333;3,16666666666667;3,25;3,325;"TURPHI"
2022;"STOC-rozo";3,25833333333333;5,58333333333333;8,16666666666667;10,75;13,075;"TURPHI"
2001;"Aquatique";5;5;5;5;5;"ACRRIS"
2002;"Aquatique";12;12;12;12;12;"ACRRIS"
2003;"Aquatique";10,5;10,5;10,5;10,5;10,5;"ACRRIS"
2005;"Aquatique";8,0625;13,125;18,75;24,375;29,4375;"ACRRIS"
2006;"Aquatique";3,95625;5,8125;7,875;9,9375;11,79375;"ACRRIS"
2007;"Aquatique";3,05625;3,5625;4,875;7,25;10,625;"ACRRIS"
2008;"Aquatique";10,5;10,5;10,5;10,5;10,5;"ACRRIS"
2009;"Aquatique";12;12;12;12;12;"ACRRIS"
2010;"Aquatique";3,8125;4,375;5;7,5;9,75;"ACRRIS"
2011;"Aquatique";3,8625;4,875;6;8;9,8;"ACRRIS"
2012;"Aquatique";4,70892857142857;6,58928571428571;8,67857142857143;10,7678571428571;12,6482142857143;"ACRRIS"
2013;"Aquatique";3,9625;5,875;8;12,8636363636364;17,2409090909091;"ACRRIS"
2014;"Aquatique";3,075;3,75;6;6,81818181818182;18,2318181818182;"ACRRIS"
2015;"Aquatique";2,53409090909091;2,86363636363636;3;4,14772727272727;10,8818181818182;"ACRRIS"
2016;"Aquatique";2,55;3;7,5;8,18181818181818;11,6181818181818;"ACRRIS"
2017;"Aquatique";2,5;3,29545454545455;6;7,25;10,5197368421053;"ACRRIS"
2018;"Aquatique";2,76818181818182;3,77272727272727;5;6,5;7,425;"ACRRIS"
2019;"Aquatique";4,025;4,25;4,5;6;7,35;"ACRRIS"
2020;"Aquatique";2,5375;2,875;4,90909090909091;12,6136363636364;28,2613636363636;"ACRRIS"
2021;"Aquatique";5,25;7,5;10;12,5;14,75;"ACRRIS"
2022;"Aquatique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"ACRRIS"
2001;"Aquatique";18;18;18;18;18;"ACRSCH"
2002;"Aquatique";14;14;14;14;14;"ACRSCH"
2003;"Aquatique";24;24;24;24;24;"ACRSCH"
2005;"Aquatique";17;17;17;17;17;"ACRSCH"
2006;"Aquatique";18;18;18;18;18;"ACRSCH"
2007;"Aquatique";14,1;15;16;20;23,6;"ACRSCH"
2008;"Aquatique";12;12;17,5;23,8125;26,00625;"ACRSCH"
2009;"Aquatique";10,25;12,5;15;17,5;19,75;"ACRSCH"
2010;"Aquatique";21,1;22;23;27;30,6;"ACRSCH"
2011;"Aquatique";27,15;28,5;30;30,5;30,95;"ACRSCH"
2012;"Aquatique";9,36818181818182;12,6818181818182;16,3636363636364;16,6818181818182;16,9681818181818;"ACRSCH"
2013;"Aquatique";7,37727272727273;10,7727272727273;14,5454545454545;21,2727272727273;27,3272727272727;"ACRSCH"
2014;"Aquatique";7,96022727272727;12,1022727272727;15,3181818181818;21;31,8;"ACRSCH"
2015;"Aquatique";8,98181818181818;15,1893939393939;17;17,6363636363636;25,65;"ACRSCH"
2016;"Aquatique";5,56451612903226;10,6451612903226;11;20,8333333333333;21,8833333333333;"ACRSCH"
2017;"Aquatique";6,2;13,5;22;30;34,0606060606061;"ACRSCH"
2018;"Aquatique";8,21212121212121;8,75;13;15;21,7818181818182;"ACRSCH"
2019;"Aquatique";9,89583333333333;15,25;16,5;20,75;27,25;"ACRSCH"
2020;"Aquatique";12,8295454545455;15,7954545454545;19,0909090909091;19,2954545454545;19,4795454545455;"ACRSCH"
2021;"Aquatique";12,7734375;15,234375;17,96875;20,703125;23,1640625;"ACRSCH"
2022;"Aquatique";19,6875;19,6875;19,6875;19,6875;19,6875;"ACRSCH"
2001;"Aquatique";59;59;59;59;59;"ACRSCI"
2002;"Aquatique";55;55;55;55;55;"ACRSCI"
2003;"Aquatique";19,25625;23,8125;28,875;33,9375;38,49375;"ACRSCI"
2005;"Aquatique";33,675;39,75;46,5;53,25;59,325;"ACRSCI"
2006;"Aquatique";51,34375;52,1875;53,125;54,0625;54,90625;"ACRSCI"
2007;"Aquatique";26,04375;44,4375;54,625;58,5;59,85;"ACRSCI"
2008;"Aquatique";25,6;31;37;41,6875;43,54375;"ACRSCI"
2009;"Aquatique";43,025;43,25;43,5;48;52,05;"ACRSCI"
2010;"Aquatique";35,825;43,25;47,5;49,5625;51,08125;"ACRSCI"
2011;"Aquatique";29,375;32,75;38;51,8125;78,30625;"ACRSCI"
2012;"Aquatique";23,6;29;35,65625;43,359375;51,5859375;"ACRSCI"
2013;"Aquatique";21,3681818181818;24,6818181818182;38,4545454545455;53,875;61,6375;"ACRSCI"
2014;"Aquatique";20,5;25;37,5;55;55,9;"ACRSCI"
2015;"Aquatique";14,2545454545455;16,8181818181818;30;35,5;50,2;"ACRSCI"
2016;"Aquatique";21,9583333333333;24,875;34,0725806451613;54,4112903225806;61,625;"ACRSCI"
2017;"Aquatique";14,1818181818182;20;34;36,6666666666667;60,5384615384615;"ACRSCI"
2018;"Aquatique";10,7272727272727;14;27,5;38;44,2;"ACRSCI"
2019;"Aquatique";20,5208333333333;30,625;35,25;43,25;62,5;"ACRSCI"
2020;"Aquatique";11,7202194357367;19,0203761755486;23,7787356321839;29,375;38,9375;"ACRSCI"
2021;"Aquatique";12,6744791666667;17,0572916666667;21,9270833333333;26,796875;31,1796875;"ACRSCI"
2022;"Aquatique";5,625;5,625;5,625;5,625;5,625;"ACRSCI"
2001;"Aquatique";3;3;3;3;3;"CETCET"
2003;"Aquatique";3;3;3;3;3;"CETCET"
2005;"Aquatique";3;3;3;3;3;"CETCET"
2006;"Aquatique";6;6;6;6;6;"CETCET"
2007;"Aquatique";4,5375;4,875;5,25;5,625;5,9625;"CETCET"
2008;"Aquatique";3;3;3;3;3;"CETCET"
2009;"Aquatique";3,05;3,5;4;4,5;4,95;"CETCET"
2010;"Aquatique";3;3;3;3;3;"CETCET"
2011;"Aquatique";3;3;3;3;3;"CETCET"
2013;"Aquatique";3;3;3;3;3;"CETCET"
2014;"Aquatique";2,74772727272727;2,93181818181818;3;3,375;4,3875;"CETCET"
2015;"Aquatique";2,51704545454545;2,67045454545455;2,86363636363636;3,375;4,3875;"CETCET"
2016;"Aquatique";2,575;3,25;4;4,25;4,475;"CETCET"
2017;"Aquatique";1,53409090909091;2,75;3;3,5;5,7;"CETCET"
2018;"Aquatique";1,6875;3;3;3,47727272727273;8,32954545454546;"CETCET"
2019;"Aquatique";3;3;3;3,375;4,3875;"CETCET"
2020;"Aquatique";2,51704545454545;2,67045454545455;3,61363636363636;4,55921052631579;4,71907894736842;"CETCET"
2021;"Aquatique";2,57386363636364;3,23863636363636;3,97727272727273;4,71590909090909;5,38068181818182;"CETCET"
2022;"Aquatique";2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;2,72727272727273;"CETCET"
2001;"Aquatique";17;17;17;17;17;"EMBSCH"
2002;"Aquatique";15;15;15;15;15;"EMBSCH"
2003;"Aquatique";5;5;5;5;5;"EMBSCH"
2005;"Aquatique";5;5;5;5;5;"EMBSCH"
2006;"Aquatique";9;9;9;9;9;"EMBSCH"
2007;"Aquatique";4,35;7,5;11;11,5;11,95;"EMBSCH"
2008;"Aquatique";7,025;7,25;7,5;8,25;8,925;"EMBSCH"
2009;"Aquatique";3,2;5;7;9;10,8;"EMBSCH"
2010;"Aquatique";3,1;4;5;7;8,8;"EMBSCH"
2011;"Aquatique";6,15;7,5;9;13,5;17,55;"EMBSCH"
2012;"Aquatique";3,2;5;7;9,59375;11,928125;"EMBSCH"
2013;"Aquatique";5,54318181818182;6,34090909090909;7,22727272727273;8,11363636363636;8,91136363636364;"EMBSCH"
2014;"Aquatique";3;3;4,68181818181818;6,77272727272727;7,87727272727273;"EMBSCH"
2015;"Aquatique";3,19318181818182;4,77272727272727;5,85227272727273;6,8125;7,875;"EMBSCH"
2016;"Aquatique";2,5625;3,70833333333333;5,91666666666667;8,25;9;"EMBSCH"
2017;"Aquatique";2,775;4,125;6,25;7,89772727272727;13,1409090909091;"EMBSCH"
2018;"Aquatique";2,53977272727273;2,93181818181818;3;4,73863636363636;6,11079545454546;"EMBSCH"
2019;"Aquatique";3,05625;3,5625;4,125;5,25;7,275;"EMBSCH"
2020;"Aquatique";2,88257575757576;4,28030303030303;5,83333333333333;7,41666666666667;8,84166666666667;"EMBSCH"
2021;"Aquatique";2,54464285714286;2,94642857142857;3,39285714285714;3,83928571428571;4,24107142857143;"EMBSCH"
2022;"Aquatique";3,75;3,75;3,75;3,75;3,75;"EMBSCH"
2002;"Aquatique";3;3;3;3;3;"LOCNAE"
2005;"Aquatique";3;3;3;3;3;"LOCNAE"
2006;"Aquatique";3;3;3;3;3;"LOCNAE"
2007;"Aquatique";3;3;3;3;3;"LOCNAE"
2008;"Aquatique";3;3;3;3;3;"LOCNAE"
2010;"Aquatique";1,5875;2,375;3,25;4,125;4,9125;"LOCNAE"
2011;"Aquatique";3;3;3;3;3;"LOCNAE"
2012;"Aquatique";3,09545454545455;3,95454545454545;4,90909090909091;5,86363636363636;6,72272727272727;"LOCNAE"
2013;"Aquatique";3;3;3;3;3;"LOCNAE"
2014;"Aquatique";3,06136363636364;3,61363636363636;4,22727272727273;4,84090909090909;5,39318181818182;"LOCNAE"
2015;"Aquatique";4,09090909090909;4,09090909090909;4,09090909090909;4,09090909090909;4,09090909090909;"LOCNAE"
