"YEAR";"ESPECE";"MIGRATION";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2002;"PHOPHO";"Long";"Atlantique";0,0999999999999999;1;1,66666666666667;2,5;3,85
2003;"PHOPHO";"Long";"Atlantique";1;1;1;1;1
2004;"PHOPHO";"Long";"Atlantique";0;0;0;0;0
2005;"PHOPHO";"Long";"Atlantique";0;0;0,153846153846154;0,480769230769231;0,948076923076923
2006;"PHOPHO";"Long";"Atlantique";0,040909090909091;0,409090909090909;0,818181818181818;3,40909090909091;5,74090909090909
2007;"PHOPHO";"Long";"Atlantique";0,03;0,3;0,6;0,8;0,98
2008;"PHOPHO";"Long";"Atlantique";0;0;0;0,225;0,9125
2009;"PHOPHO";"Long";"Atlantique";0;0;0,4;0,5;0,65
2010;"PHOPHO";"Long";"Atlantique";0;0;0;0,25;0,346428571428571
2011;"PHOPHO";"Long";"Atlantique";0,5625;1,125;1,75;1,95833333333333;2,14583333333333
2012;"PHOPHO";"Long";"Atlantique";1,00416666666667;1,04166666666667;1,08333333333333;1,125;1,1625
2013;"PHOPHO";"Long";"Atlantique";0,0125;0,125;0,25;0,791666666666667;1,27916666666667
2014;"PHOPHO";"Long";"Atlantique";0,860714285714286;0,892857142857143;0,928571428571429;0,964285714285714;0,996428571428571
2015;"PHOPHO";"Long";"Atlantique";0,1;1;2;4,5;6,75
2016;"PHOPHO";"Long";"Atlantique";4,05;4,5;5;5,5;5,95
2017;"PHOPHO";"Long";"Atlantique";0,0642857142857143;0,642857142857143;1,28571428571429;2,14285714285714;2,91428571428571
2018;"PHOPHO";"Long";"Atlantique";0,05;0,5;1;1,14285714285714;1,27142857142857
2019;"PHOPHO";"Long";"Atlantique";0,0541666666666667;0,541666666666667;1,08333333333333;1,79166666666667;2,42916666666667
2020;"PHOPHO";"Long";"Atlantique";0;0;0,5;1,07954545454545;1,29431818181818
2021;"PHOPHO";"Long";"Atlantique";0,025;0,25;0,5;0,522727272727273;0,543181818181818
2022;"PHOPHO";"Long";"Atlantique";0,0571428571428569;0,571428571428571;1,14285714285714;1,71428571428571;2,22857142857143
1991;"PHYBON";"Long";"Atlantique";0;0;0;0;0
1993;"PHYBON";"Long";"Atlantique";0;0;0;0;0
2000;"PHYBON";"Long";"Atlantique";0;0;0;0;0
2004;"PHYBON";"Long";"Atlantique";0;0;0;0;0
2005;"PHYBON";"Long";"Atlantique";0,03;0,3;0,45;1,125;2,8125
2006;"PHYBON";"Long";"Atlantique";0;0;0;0,1;0,19
2007;"PHYBON";"Long";"Atlantique";0,516071428571429;0,660714285714286;0,857142857142857;1,03571428571429;1,13214285714286
2008;"PHYBON";"Long";"Atlantique";0,0166666666666667;0,166666666666667;0,333333333333333;0,416666666666667;0,491666666666667
2009;"PHYBON";"Long";"Atlantique";0,0166666666666667;0,166666666666667;0,333333333333333;0,916666666666667;1,44166666666667
2010;"PHYBON";"Long";"Atlantique";0;0;0;0,0357142857142857;0,0678571428571429
2011;"PHYBON";"Long";"Atlantique";0,025;0,25;0,5;0,85;1,165
2012;"PHYBON";"Long";"Atlantique";0;0;0,2;0,4;0,4
2013;"PHYBON";"Long";"Atlantique";0,0979166666666666;0,229166666666667;0,375;0,520833333333333;0,652083333333333
2014;"PHYBON";"Long";"Atlantique";0,75125;0,7625;0,775;0,7875;0,79875
2015;"PHYBON";"Long";"Atlantique";0;0;0;0,8;3,23
2016;"PHYBON";"Long";"Atlantique";0,01875;0,1875;0,375;0,4375;0,49375
2017;"PHYBON";"Long";"Atlantique";0,025;0,25;0,5;0,75;0,975
2018;"PHYBON";"Long";"Atlantique";0,0192307692307692;0,192307692307692;0,384615384615385;0,692307692307692;0,969230769230769
2019;"PHYBON";"Long";"Atlantique";0,373214285714286;0,517857142857143;0,678571428571429;0,839285714285714;0,983928571428571
2020;"PHYBON";"Long";"Atlantique";0;0;0;0,236111111111111;0,873611111111111
2021;"PHYBON";"Long";"Atlantique";0,181;0,37;0,58;0,79;0,979
2022;"PHYBON";"Long";"Atlantique";0,475;0,596153846153846;0,730769230769231;0,865384615384615;0,986538461538462
1990;"PHYLUS";"Long";"Atlantique";0,005;0,05;0,1;0,192857142857143;0,276428571428571
1991;"PHYLUS";"Long";"Atlantique";0,0214285714285714;0,214285714285714;0,428571428571429;0,553571428571429;0,666071428571429
1992;"PHYLUS";"Long";"Atlantique";0,0857142857142858;0,857142857142857;1,71428571428571;1,76623376623377;1,81298701298701
1993;"PHYLUS";"Long";"Atlantique";1;1;1;1;1
1995;"PHYLUS";"Long";"Atlantique";0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571
1999;"PHYLUS";"Long";"Atlantique";0;0;0;0;0
2000;"PHYLUS";"Long";"Atlantique";1;1;1;1;1
2001;"PHYLUS";"Long";"Atlantique";0;0;0,210526315789474;0,428571428571429;0,642857142857143
2002;"PHYLUS";"Long";"Atlantique";0,208571428571429;0,285714285714286;0,466666666666667;1;2,8
2003;"PHYLUS";"Long";"Atlantique";0;0;0,7;1;1,6
2004;"PHYLUS";"Long";"Atlantique";0,0228571428571429;0,228571428571429;0,368421052631579;0,666666666666667;0,786666666666667
2005;"PHYLUS";"Long";"Atlantique";0;0;0;0,270909090909091;0,444444444444444
2006;"PHYLUS";"Long";"Atlantique";0;0;0,923076923076923;1,53409090909091;1,945
2007;"PHYLUS";"Long";"Atlantique";0;0;0,366666666666667;0,864010989010989;1,19166666666667
2008;"PHYLUS";"Long";"Atlantique";0;0;0,166666666666667;0,411764705882353;2,32142857142857
2009;"PHYLUS";"Long";"Atlantique";0;0;0,25;0,9375;2,35
2010;"PHYLUS";"Long";"Atlantique";0;0;0;0,5;1,13
2011;"PHYLUS";"Long";"Atlantique";0;0;0,225;0,541666666666667;1
2012;"PHYLUS";"Long";"Atlantique";0;0;0,333333333333333;1,33333333333333;3
2013;"PHYLUS";"Long";"Atlantique";0;0;0;0,142857142857143;1,52
2014;"PHYLUS";"Long";"Atlantique";0;0;0,1;0,3625;1,32375
2015;"PHYLUS";"Long";"Atlantique";0;0;0;0,928571428571429;2,071875
2016;"PHYLUS";"Long";"Atlantique";0;0;0;0,571428571428571;1,06666666666667
2017;"PHYLUS";"Long";"Atlantique";0;0;0,0909090909090909;0,276785714285714;1,06041666666667
2018;"PHYLUS";"Long";"Atlantique";0;0;0,125;0,5;1
2019;"PHYLUS";"Long";"Atlantique";0;0;0,25;0,55;0,916666666666667
2020;"PHYLUS";"Long";"Atlantique";0;0;0,166666666666667;0,458333333333333;1,1875
2021;"PHYLUS";"Long";"Atlantique";0;0;0;1;1,16
2022;"PHYLUS";"Long";"Atlantique";0;0;0;0,5;1
1999;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2000;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2005;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2007;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2009;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2014;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2018;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2021;"PHYSIB";"Long";"Atlantique";0;0;0;0;0
2009;"RIPRIP";"Long";"Atlantique";0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909
2010;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2011;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2012;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2013;"RIPRIP";"Long";"Atlantique";0,428571428571429;0,428571428571429;0,428571428571429;0,428571428571429;0,428571428571429
2015;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2017;"RIPRIP";"Long";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2018;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2019;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2020;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2021;"RIPRIP";"Long";"Atlantique";0;0;0;0;0
2014;"SAXRUB";"Long";"Atlantique";0;0;0;0;0
2016;"SAXRUB";"Long";"Atlantique";1,5;1,5;1,5;1,5;1,5
2018;"SAXRUB";"Long";"Atlantique";0;0;0;0;0
2019;"SAXRUB";"Long";"Atlantique";0;0;0;0;0
2021;"SAXRUB";"Long";"Atlantique";0;0;0;0;0
2022;"SAXRUB";"Long";"Atlantique";0;0;0;0;0
1990;"STRTUR";"Long";"Atlantique";0;0;0;0;0
1991;"STRTUR";"Long";"Atlantique";0;0;0;0;0
1993;"STRTUR";"Long";"Atlantique";0;0;0;0;0
1995;"STRTUR";"Long";"Atlantique";0;0;0;0;0
1996;"STRTUR";"Long";"Atlantique";0;0;0;0;0
1999;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2001;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2002;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2003;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2004;"STRTUR";"Long";"Atlantique";0;0;0;0;0,875
2005;"STRTUR";"Long";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2006;"STRTUR";"Long";"Atlantique";0;0;0;0;0,4125
2007;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2008;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2009;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2010;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2011;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2012;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2013;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2014;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2015;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2016;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2018;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2019;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2020;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2021;"STRTUR";"Long";"Atlantique";0;0;0;0;0
2022;"STRTUR";"Long";"Atlantique";0;0;0;0;0
1990;"SYLBOR";"Long";"Atlantique";0;0;0;0,0294117647058824;0,108823529411765
1991;"SYLBOR";"Long";"Atlantique";0;0;0;0;0,0692307692307693
1992;"SYLBOR";"Long";"Atlantique";0,341666666666667;0,416666666666667;0,5;0,583333333333333;0,658333333333333
1993;"SYLBOR";"Long";"Atlantique";0;0;0,125;0,2875;0,38875
1994;"SYLBOR";"Long";"Atlantique";0;0;0;0;0
1995;"SYLBOR";"Long";"Atlantique";0;0;0;0;0
1996;"SYLBOR";"Long";"Atlantique";0;0;0;0;0
1997;"SYLBOR";"Long";"Atlantique";0;0;0;0;0
1999;"SYLBOR";"Long";"Atlantique";0,375;0,375;0,375;0,375;0,375
2000;"SYLBOR";"Long";"Atlantique";0;0;0,111111111111111;0,493055555555556;0,947916666666667
2001;"SYLBOR";"Long";"Atlantique";0;0;0,375;0,708333333333333;1,88333333333333
2002;"SYLBOR";"Long";"Atlantique";0;0,025;0,225;1,075;2
2003;"SYLBOR";"Long";"Atlantique";0;0;0;0,571428571428571;1,04
2004;"SYLBOR";"Long";"Atlantique";0;0;0,133333333333333;0,566666666666667;4,25
2005;"SYLBOR";"Long";"Atlantique";0;0;0,2;0,583333333333333;1,3625
2006;"SYLBOR";"Long";"Atlantique";0;0;0,3125;0,5;2,6
2007;"SYLBOR";"Long";"Atlantique";0;0;0,0588235294117647;0,333333333333333;1,18333333333333
2008;"SYLBOR";"Long";"Atlantique";0;0;0;0,25;1
2009;"SYLBOR";"Long";"Atlantique";0;0;0;0,30952380952381;0,9375
2010;"SYLBOR";"Long";"Atlantique";0;0;0;0,261363636363636;1,23333333333333
2011;"SYLBOR";"Long";"Atlantique";0;0;0,166666666666667;0,5;1
2012;"SYLBOR";"Long";"Atlantique";0;0;0,0625;0,166666666666667;0,824999999999999
2013;"SYLBOR";"Long";"Atlantique";0;0;0;0,160714285714286;0,520833333333332
2014;"SYLBOR";"Long";"Atlantique";0;0;0;0,291666666666667;1,05
2015;"SYLBOR";"Long";"Atlantique";0;0;0;0,6;2
2016;"SYLBOR";"Long";"Atlantique";0;0;0;0,208333333333333;0,668333333333333
2017;"SYLBOR";"Long";"Atlantique";0;0;0;0,416666666666667;1,4
2018;"SYLBOR";"Long";"Atlantique";0;0;0;0,477272727272727;1,09999999999999
2019;"SYLBOR";"Long";"Atlantique";0;0;0;0,242857142857143;1
2020;"SYLBOR";"Long";"Atlantique";0;0;0;0,5;1,8
2021;"SYLBOR";"Long";"Atlantique";0;0;0;0,333333333333333;1
2022;"SYLBOR";"Long";"Atlantique";0;0;0,0625;1;1,7125
2013;"SYLCAN";"Long";"Atlantique";0;0;0;0;0
2015;"SYLCAN";"Long";"Atlantique";0;0;0;0;0
2017;"SYLCAN";"Long";"Atlantique";0,3;0,3;0,3;0,3;0,3
2018;"SYLCAN";"Long";"Atlantique";0;0;0;0;0
2019;"SYLCAN";"Long";"Atlantique";0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714
2020;"SYLCAN";"Long";"Atlantique";1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333
2021;"SYLCAN";"Long";"Atlantique";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
1990;"SYLCOM";"Long";"Atlantique";0;0;0;0,0972222222222222;0,184722222222222
1991;"SYLCOM";"Long";"Atlantique";0;0;0,24;0,818181818181818;0,981818181818182
1992;"SYLCOM";"Long";"Atlantique";0,0333333333333334;0,333333333333333;0,666666666666667;1;1,3
1993;"SYLCOM";"Long";"Atlantique";0;0;0;0,138888888888889;0,263888888888889
1994;"SYLCOM";"Long";"Atlantique";0;0;0;0,5;0,95
1995;"SYLCOM";"Long";"Atlantique";0,0413793103448276;0,413793103448276;0,827586206896552;0,913793103448276;0,991379310344828
1996;"SYLCOM";"Long";"Atlantique";0,5;0,5;0,5;0,5;0,5
1997;"SYLCOM";"Long";"Atlantique";0,416666666666667;0,416666666666667;0,416666666666667;0,416666666666667;0,416666666666667
1998;"SYLCOM";"Long";"Atlantique";0,00865384615384612;0,0865384615384615;0,173076923076923;0,259615384615385;0,3375
1999;"SYLCOM";"Long";"Atlantique";0,709677419354839;0,709677419354839;0,709677419354839;0,709677419354839;0,709677419354839
2000;"SYLCOM";"Long";"Atlantique";0,0270270270270271;0,27027027027027;0,75;1;1,28125
2001;"SYLCOM";"Long";"Atlantique";0,0571428571428572;0,571428571428571;0,91304347826087;1;1,02307692307692
2002;"SYLCOM";"Long";"Atlantique";0;0;0,230769230769231;1,11111111111111;2,4
2003;"SYLCOM";"Long";"Atlantique";0;0,375;0,816666666666667;1,125;2,04375
2004;"SYLCOM";"Long";"Atlantique";0;0,2875;0,692307692307692;1,70588235294118;3,13541666666667
2005;"SYLCOM";"Long";"Atlantique";0;0;0,0909090909090909;0,7125;1,45147058823529
2006;"SYLCOM";"Long";"Atlantique";0;0,221428571428571;0,713636363636364;1;1,88181818181818
2007;"SYLCOM";"Long";"Atlantique";0;0,25;0,888888888888889;1,10526315789474;2
2008;"SYLCOM";"Long";"Atlantique";0;0;0,454545454545455;1,125;3,6
2009;"SYLCOM";"Long";"Atlantique";0;0,333333333333333;1;1,33928571428571;2,5875
2010;"SYLCOM";"Long";"Atlantique";0;0,2;0,666666666666667;1,20869565217391;2,9
2011;"SYLCOM";"Long";"Atlantique";0;0;0,615384615384615;1;2,91916666666667
2012;"SYLCOM";"Long";"Atlantique";0;0,108333333333333;0,267857142857143;0,6875;1,5875
2013;"SYLCOM";"Long";"Atlantique";0;0;0,261363636363636;0,654761904761905;2,73611111111111
2014;"SYLCOM";"Long";"Atlantique";0;0;0,466666666666667;1,0668449197861;3,57083333333333
2015;"SYLCOM";"Long";"Atlantique";0;0,25;0,5;1,5;2,72
2016;"SYLCOM";"Long";"Atlantique";0;0;0,126984126984127;0,764423076923077;1,36607142857143
2017;"SYLCOM";"Long";"Atlantique";0;0;0;0,78125;3,81875
2018;"SYLCOM";"Long";"Atlantique";0;0;0,611111111111111;1,41666666666667;2,6375
2019;"SYLCOM";"Long";"Atlantique";0;0;0,357142857142857;0,75;2
2020;"SYLCOM";"Long";"Atlantique";0;0,1;0,333333333333333;0,625;1,55
2021;"SYLCOM";"Long";"Atlantique";0;0;0,216666666666667;0,811764705882353;1,45
2022;"SYLCOM";"Long";"Atlantique";0;0;0,366666666666667;1,1875;2,93722222222222
1990;"SYLCUR";"Long";"Atlantique";0,000675675675675673;0,00675675675675676;0,0135135135135135;0,0202702702702703;0,0263513513513514
1991;"SYLCUR";"Long";"Atlantique";0,25;0,25;0,25;0,25;0,25
1992;"SYLCUR";"Long";"Atlantique";0,0135416666666666;0,135416666666667;0,270833333333333;0,40625;0,528125
2000;"SYLCUR";"Long";"Atlantique";0,0416666666666665;0,416666666666667;0,833333333333333;1,25;1,625
2001;"SYLCUR";"Long";"Atlantique";0;0;0;0;0
2002;"SYLCUR";"Long";"Atlantique";0,250892857142857;0,258928571428571;0,267857142857143;0,276785714285714;0,284821428571429
2004;"SYLCUR";"Long";"Atlantique";0;0;0;0;0
2005;"SYLCUR";"Long";"Atlantique";0;0;0;0,5;0,95
2006;"SYLCUR";"Long";"Atlantique";0;0;0,0833333333333333;0,25;0,475
2007;"SYLCUR";"Long";"Atlantique";0,25;0,458333333333333;1;1,41666666666667;3,625
2008;"SYLCUR";"Long";"Atlantique";0;0;0,1125;0,454545454545455;1
2009;"SYLCUR";"Long";"Atlantique";0;0;0;0;0,706666666666667
2010;"SYLCUR";"Long";"Atlantique";0;0,0416666666666667;0,233333333333333;0,325;0,566666666666667
2011;"SYLCUR";"Long";"Atlantique";0;0;0;0,214285714285714;0,8875
2012;"SYLCUR";"Long";"Atlantique";0;0;0;0,21875;1,325
2013;"SYLCUR";"Long";"Atlantique";0;0,125;0,333333333333333;1,16666666666667;2
2014;"SYLCUR";"Long";"Atlantique";0;0;0,4;0,55;1,1525
2015;"SYLCUR";"Long";"Atlantique";0;0,0833333333333333;0,25;0,291666666666667;0,9
2016;"SYLCUR";"Long";"Atlantique";0;0;0;0,25;0,642857142857143
2017;"SYLCUR";"Long";"Atlantique";0;0;0;0,145833333333333;0,875
2018;"SYLCUR";"Long";"Atlantique";0;0;0,142857142857143;0,5;1,32
2019;"SYLCUR";"Long";"Atlantique";0;0;0;0,333333333333333;0,722222222222222
2020;"SYLCUR";"Long";"Atlantique";0;0;0;0,0357142857142857;0,132142857142857
2021;"SYLCUR";"Long";"Atlantique";0;0;0;0,3125;0,700892857142857
2022;"SYLCUR";"Long";"Atlantique";0,5375;0,875;1,25;1,425;1,5825
2017;"SYLHOR";"Long";"Atlantique";0;0;0;0;0
2018;"SYLHOR";"Long";"Atlantique";0;0;0;0;0
2019;"SYLHOR";"Long";"Atlantique";0;0;0;0;0
2020;"SYLHOR";"Long";"Atlantique";0;0;0;0;0
2021;"SYLHOR";"Long";"Atlantique";0;0;0;0;0
1991;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
1992;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
1993;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2001;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2002;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2003;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2004;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2005;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2006;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2007;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2009;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2010;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2011;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2012;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2013;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2020;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2021;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
2022;"UPUEPO";"Long";"Atlantique";0;0;0;0;0
